ClassKind,icd11Code,icd11Title,icd11TTDalias,isLeaf,MeSHDiseaseID,MeSHDiseaseTerm,HSDNCount,TTDTitle,TTDDrugCount,DrugPresentInBlock,icd10Code,icd10Chapter,icd10Title
category,MD11.C,- - - - Wheezing,,True,,,0,,0,0,R06.2,XVIII,Wheezing
category,MD11.D,- - - - Yawning,,True,,,0,,0,0,R06,XVIII,Abnormalities of breathing
category,MD11.Y,- - - - Other specified abnormalities of breathing,,True,,,0,,0,0,R06.8,XVIII,Other and unspecified abnormalities of breathing
category,MD11.Z,"- - - - Abnormalities of breathing, unspecified",,True,,,0,,0,0,R06,XVIII,Abnormalities of breathing
category,MD12,- - - Cough,,True,D003371,Cough,0,Cough,15,0,R05,XVIII,Cough
block,MD20-MD2Z,- - - Haemorrhage from respiratory passages,,False,,,0,,0,0,R04,XVIII,Haemorrhage from respiratory passages
category,MD20,- - - - Epistaxis,,True,D004844,Epistaxis,55,,0,0,R04.0,XVIII,Epistaxis
category,MD21,- - - - Haemorrhage from throat,,True,,,0,,0,0,R04.1,XVIII,Haemorrhage from throat
category,MD22,- - - - Haemoptysis,,True,D006469,Hemoptysis,51,,0,0,R04.2,XVIII,Haemoptysis
category,MD23,- - - - Haemorrhage from other sites in respiratory passages,,True,,,0,,0,0,R04.8,XVIII,Haemorrhage from other sites in respiratory passages
category,MD24,- - - - Acute idiopathic pulmonary haemorrhage in infants over 28 days of age,,True,,,0,,0,0,R04,XVIII,Haemorrhage from respiratory passages
category,MD2Z,"- - - - Haemorrhage from respiratory passages, unspecified",,True,,,0,,0,0,R04,XVIII,Haemorrhage from respiratory passages
category,MD30,- - - Pain in throat or chest,,False,,,0,,0,0,R07,XVIII,Pain in throat and chest
category,MD30.0,- - - - Chest pain on breathing,,True,,,0,,0,0,R07.1,XVIII,Chest pain on breathing
category,MD30.1,- - - - Other chest pain,,True,,,0,,0,0,R07.3,XVIII,Other chest pain
category,MD30.Z,"- - - - Chest pain, unspecified",,True,,,0,,0,0,R07,XVIII,Pain in throat and chest
category,MD31,- - - Pleurisy,,True,D010998,Pleurisy,36,,0,0,R09.1,XVIII,Pleurisy
category,MD32,- - - Rales,,True,,,0,,0,0,R09,XVIII,Other symptoms and signs involving the circulatory and respiratory systems
category,MD33,- - - Respiratory arrest,,True,,,0,,0,0,R09.2,XVIII,Respiratory arrest
category,MD34,- - - Symptom or complaint of the nose,,True,,,0,,0,0,R09,XVIII,Other symptoms and signs involving the circulatory and respiratory systems
category,MD35,- - - Symptom or complaint of the sinus,,True,,,0,,0,0,R09,XVIII,Other symptoms and signs involving the circulatory and respiratory systems
category,MD36,- - - Symptom or complaint of the throat,,False,,,0,,0,0,R09,XVIII,Other symptoms and signs involving the circulatory and respiratory systems
category,MD36.0,- - - - Pain in throat,,True,,,0,,0,0,R07.0,XVIII,Pain in throat
category,MD36.Y,- - - - Other specified symptom or complaint of the throat,,True,,,0,,0,0,R09,XVIII,Other symptoms and signs involving the circulatory and respiratory systems
category,MD36.Z,"- - - - Symptom or complaint of the throat, unspecified",,True,,,0,,0,0,R09,XVIII,Other symptoms and signs involving the circulatory and respiratory systems
category,MD3Y,- - - Other specified symptoms or signs involving the respiratory system,,True,,,0,,0,0,R09,XVIII,Other symptoms and signs involving the circulatory and respiratory systems
,,,,,,,,,,,,,
chapter,BA00-BE2Z,Diseases of the circulatory system,,False,D018376,Cardiovascular Abnormalities,26,Cardiovascular disease,36,1,,,
block,,- Hypertensive diseases,,False,,,0,,,,I10-I15,IX,Hypertensive diseases
category,BA00,- - Essential hypertension,,False,D006973,Hypertension,,,,,I10,IX,Essential (primary) hypertension
category,BA00.0,- - - Combined diastolic and systolic hypertension,,True,,,0,,,,I10,IX,Essential (primary) hypertension
category,BA00.1,- - - Isolated diastolic hypertension,,True,,,0,,,,I10,IX,Essential (primary) hypertension
category,BA00.2,- - - Isolated systolic hypertension,,True,,,0,,,,I10,IX,Essential (primary) hypertension
category,BA00.Y,- - - Other specified essential hypertension,,True,,,0,,,,I10,IX,Essential (primary) hypertension
category,BA00.Z,"- - - Essential hypertension, unspecified",,True,,,0,,,,I10,IX,Essential (primary) hypertension
category,BA01,- - Hypertensive heart disease,,True,,,0,,,,I11,IX,Hypertensive heart disease
category,BA02,- - Hypertensive renal disease,,True,D009400,Nephrosclerosis,,,,,I12,IX,Hypertensive renal disease
category,BA03,- - Hypertensive crisis,,True,,,0,,,,I10-I15,IX,Hypertensive diseases
category,BA04,- - Secondary hypertension,,False,,,0,,,,I15,IX,Secondary hypertension
category,BA04.0,- - - Combined diastolic and systolic secondary hypertension,,True,,,0,,,,I15,IX,Secondary hypertension
category,BA04.1,- - - Isolated diastolic secondary hypertension,,True,,,0,,,,I15,IX,Secondary hypertension
category,BA04.2,- - - Isolated systolic secondary hypertension,,True,,,0,,,,I15,IX,Secondary hypertension
category,BA04.Y,- - - Other specified secondary hypertension,,True,,,0,,,,I15.8,IX,Other secondary hypertension
category,BA04.Z,"- - - Secondary hypertension, unspecified",,True,,,0,,,,I15,IX,Secondary hypertension
block,,- Hypotension,,False,D007022,Hypotension,,,,,I95,IX,Hypotension
category,BA20,- - Idiopathic hypotension,,True,,,0,,,,I95.0,IX,Idiopathic hypotension
category,BA21,- - Orthostatic hypotension,,True,D007024,"Hypotension, Orthostatic",0,,,,I95.1,IX,Orthostatic hypotension
category,BA2Y,- - Other specified hypotension,,True,,,0,,,,I95.8,IX,Other hypotension
category,BA2Z,"- - Hypotension, unspecified",,True,,,0,,,,I95,IX,Hypotension
block,,- Ischaemic heart diseases,,False,D017202,Myocardial Ischemia,,,,,I20-I25,IX,Ischaemic heart diseases
block,,- - Acute ischaemic heart disease,,False,,,0,,,,I20-I25,IX,Ischaemic heart diseases
category,BA40,- - - Angina pectoris,,False,D000787,Angina Pectoris,,,,,I20,IX,Angina pectoris
category,BA40.0,- - - - Unstable angina,,True,D000789,"Angina, Unstable",,,,,I20.0,IX,Unstable angina
category,BA40.1,- - - - Stable angina,,True,,,0,,,,I20,IX,Angina pectoris
category,BA40.Y,- - - - Other specified angina pectoris,,True,,,0,,,,I20.8,IX,Other forms of angina pectoris
category,BA40.Z,"- - - - Angina pectoris, unspecified",,True,,,0,,,,I20,IX,Angina pectoris
category,BA41,- - - Acute myocardial infarction,,False,D009203,Myocardial Infarction,,,,,I21,IX,Acute myocardial infarction
category,BA41.0,- - - - Acute ST elevation myocardial infarction,,True,,,0,,,,I21,IX,Acute myocardial infarction
category,BA41.1,- - - - Acute non-ST elevation myocardial infarction,,True,,,0,,,,I21.4,IX,Acute subendocardial myocardial infarction
category,BA41.Z,"- - - - Acute myocardial infarction, unspecified",,True,,,0,,,,I21,IX,Acute myocardial infarction
category,BA42,- - - Subsequent myocardial infarction,,False,,,0,,,,I22,IX,Subsequent myocardial infarction
category,BA42.0,"- - - - Subsequent myocardial infarction, STEMI",,True,,,0,,,,I22,IX,Subsequent myocardial infarction
category,BA42.1,"- - - - Subsequent myocardial infarction, NSTEMI",,True,,,0,,,,I22,IX,Subsequent myocardial infarction
category,BA42.Z,"- - - - Subsequent myocardial infarction, unspecified",,True,,,0,,,,I22,IX,Subsequent myocardial infarction
category,BA43,- - - Coronary thrombosis not resulting in myocardial infarction,,True,,,0,,,,I24.0,IX,Coronary thrombosis not resulting in myocardial infarction
category,BA4Z,"- - - Acute ischaemic heart disease, unspecified",,True,,,0,,,,I20-I25,IX,Ischaemic heart diseases
block,,- - Chronic ischaemic heart disease,,False,,,0,,,,I25,IX,Chronic ischaemic heart disease
category,BA50,- - - Old myocardial infarction,,True,,,0,,,,I25.2,IX,Old myocardial infarction
category,BA51,- - - Ischaemic cardiomyopathy,,False,,,0,,,,I25.5,IX,Ischaemic cardiomyopathy
category,BA51.0,- - - - Dilated cardiomyopathy due to congenital anomaly of coronary artery,,True,,,0,,,,I25.5,IX,Ischaemic cardiomyopathy
category,BA51.Y,- - - - Other specified ischaemic cardiomyopathy,,True,,,0,,,,I25.5,IX,Ischaemic cardiomyopathy
category,BA51.Z,"- - - - Ischaemic cardiomyopathy, unspecified",,True,,,0,,,,I25.5,IX,Ischaemic cardiomyopathy
category,BA52,- - - Coronary atherosclerosis,,False,D003324,Coronary Artery Disease,,,,,I25.1,IX,Atherosclerotic heart disease
category,BA52.0,- - - - Coronary atherosclerosis of native coronary artery,,True,,,0,,,,I25.1,IX,Atherosclerotic heart disease
category,BA52.1,- - - - Coronary atherosclerosis of autologous bypass graft,,False,,,0,,,,I25.1,IX,Atherosclerotic heart disease
category,BA52.10,- - - - - Coronary atherosclerosis of arterial autologous bypass graft,,True,,,0,,,,I25.1,IX,Atherosclerotic heart disease
category,BA52.11,- - - - - Coronary atherosclerosis of venous autologous bypass graft,,True,,,0,,,,I25.1,IX,Atherosclerotic heart disease
category,BA52.1Z,- - - - - Coronary atherosclerosis of unspecified autologous bypass graft,,True,,,0,,,,I25.1,IX,Atherosclerotic heart disease
category,BA52.2,- - - - Coronary atherosclerosis of non-autologous bypass graft,,True,,,0,,,,I25.1,IX,Atherosclerotic heart disease
category,BA52.Z,"- - - - Coronary atherosclerosis, unspecified site",,True,,,0,,,,I25.1,IX,Atherosclerotic heart disease
category,BA5Y,- - - Other specified chronic ischaemic heart disease,,True,,,0,,,,I25.8,IX,Other forms of chronic ischaemic heart disease
category,BA5Z,"- - - Chronic ischaemic heart disease, unspecified",,True,,,0,,,,I25,IX,Chronic ischaemic heart disease
category,BA60,- - Certain current complications following acute myocardial infarction,,False,,,0,,,,I23,IX,Certain current complications following acute myocardial infarction
category,BA60.0,- - - Dressler syndrome,,True,,,0,,,,I24.1,IX,Dressler syndrome
category,BA60.1,- - - Other pericarditis as current complication following acute myocardial infarction,,True,,,0,,,,I23,IX,Certain current complications following acute myocardial infarction
category,BA60.2,- - - Ventricular aneurysm as current complication following acute myocardial infarction,,True,,,0,,,,I23,IX,Certain current complications following acute myocardial infarction
category,BA60.3,- - - Ventricular septal defect as current complication following acute myocardial infarction,,True,,,0,,,,I23.2,IX,Ventricular septal defect as current complication following acute myocardial infarction
category,BA60.4,- - - Cardiac rupture as current complication following acute myocardial infarction,,True,,,0,,,,I23.3,IX,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction
category,BA60.5,- - - Pulmonary embolism as current complication following acute myocardial infarction,,True,,,0,,,,I23,IX,Certain current complications following acute myocardial infarction
category,BA60.6,- - - Rupture of papillary muscle or chordae tendineae as current complication following acute myocardial infarction,,True,,,0,,,,I23.4,IX,Rupture of chordae tendineae as current complication following acute myocardial infarction
category,BA60.7,- - - Mural thrombus as current complication following acute myocardial infarction,,True,,,0,,,,I23.6,IX,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction"
category,BA60.8,- - - Arrhythmia as current complication following acute myocardial infarction,,True,,,0,,,,I23,IX,Certain current complications following acute myocardial infarction
category,BA60.9,"- - - Cardiogenic shock, unrelated to mechanical complications, as current complication following acute myocardial infarction",,True,,,0,,,,I23,IX,Certain current complications following acute myocardial infarction
category,BA60.Y,- - - Other specified current complications following acute myocardial infarction,,True,,,0,,,,I23.8,IX,Other current complications following acute myocardial infarction
category,BA60.Z,"- - - Certain current complications following acute myocardial infarction, unspecified",,True,,,0,,,,I23,IX,Certain current complications following acute myocardial infarction
category,BA6Z,"- - Ischaemic heart diseases, unspecified",,True,,,0,,,,I20-I25,IX,Ischaemic heart diseases
block,,- Diseases of coronary artery,,False,D003327,Coronary Disease,,,,,IX,IX,Diseases of the circulatory system
category,BA81,- - Coronary artery aneurysm,,False,D003323,Coronary Aneurysm,,,,,I25.4,IX,Coronary artery aneurysm and dissection
category,BA81.0,- - - Coronary artery aneurysm with perforation,,True,,,0,,,,I25.4,IX,Coronary artery aneurysm and dissection
category,BA81.1,- - - Coronary artery aneurysm with rupture,,True,,,0,,,,I25.4,IX,Coronary artery aneurysm and dissection
category,BA81.2,- - - Coronary artery aneurysm without mention of perforation or rupture,,True,,,0,,,,I25.4,IX,Coronary artery aneurysm and dissection
category,BA82,- - Coronary artery dissection,,True,,,0,,,,I25.4,IX,Coronary artery aneurysm and dissection
category,BA83,"- - Coronary artery fistula, acquired",,True,,,0,,,,IX,IX,Diseases of the circulatory system
category,BA84,- - Chronic total occlusion of coronary artery,,True,D054059,Coronary Occlusion,,,,,IX,IX,Diseases of the circulatory system
category,BA85,- - Coronary vasospastic disease,,False,D003329,Coronary Vasospasm,0,,,,IX,IX,Diseases of the circulatory system
category,BA85.0,- - - Silent coronary vasospastic disease,,True,,,0,,,,IX,IX,Diseases of the circulatory system
category,BA85.Y,- - - Other specified coronary vasospastic disease,,True,,,0,,,,IX,IX,Diseases of the circulatory system
category,BA85.Z,"- - - Coronary vasospastic disease, unspecified",,True,,,0,,,,IX,IX,Diseases of the circulatory system
category,BA86,- - Coronary microvascular disease,,True,,,0,,,,IX,IX,Diseases of the circulatory system
category,BA8Y,- - Other specified diseases of coronary artery,,True,,,0,,,,IX,IX,Diseases of the circulatory system
category,BA8Z,"- - Diseases of coronary artery, unspecified",,True,,,0,,,,IX,IX,Diseases of the circulatory system
block,BB00-BB0Z,- Pulmonary heart disease or diseases of pulmonary circulation,,False,,,0,,0,1,I26-I28,IX,Pulmonary heart disease and diseases of pulmonary circulation
category,BB00,- - Pulmonary thromboembolism,,False,D011655,Pulmonary embolism,105,Pulmonary embolism,4,0,I26,IX,Pulmonary embolism
category,BB00.0,- - - Acute pulmonary thromboembolism,,True,,,0,,0,0,I26,IX,Pulmonary embolism
category,BB00.1,- - - Chronic pulmonary thromboembolism,,True,,,0,,0,0,I26,IX,Pulmonary embolism
category,BB00.Z,"- - - Pulmonary thromboembolism, unspecified",,True,,,0,,0,0,I26,IX,Pulmonary embolism
category,BB01,- - Pulmonary hypertension,,False,D006976,"Hypertension, Pulmonary",88,Pulmonary hypertension,3,0,I26-I28,IX,Pulmonary heart disease and diseases of pulmonary circulation
category,BB01.0,- - - Pulmonary arterial hypertension,BB01,True,D006976,"Hypertension, Pulmonary",0,Pulmonary arterial hypertension,6,0,I26-I28,IX,Pulmonary heart disease and diseases of pulmonary circulation
category,BB01.1,- - - Pulmonary hypertension due to left heart disease,,True,,,0,,0,0,I27.2,IX,Other secondary pulmonary hypertension
category,BB01.2,- - - Pulmonary hypertension due to lung disease or hypoxia,,True,,,0,,0,0,I27.2,IX,Other secondary pulmonary hypertension
category,BB01.3,- - - Chronic thromboembolic pulmonary hypertension,,True,,,0,,0,0,I26-I28,IX,Pulmonary heart disease and diseases of pulmonary circulation
category,BB01.4,- - - Pulmonary hypertension with multifactorial mechanism,,True,,,0,,0,0,I27.2,IX,Other secondary pulmonary hypertension
category,BB01.5,- - - Cor pulmonale,,True,,,0,,0,0,I26-I28,IX,Pulmonary heart disease and diseases of pulmonary circulation
category,BB01.Z,"- - - Pulmonary hypertension, unspecified",,True,,,0,,0,0,I26-I28,IX,Pulmonary heart disease and diseases of pulmonary circulation
category,BB02,- - Certain specified diseases of pulmonary vessels,,False,,,0,,0,0,I28,IX,Other diseases of pulmonary vessels
category,BB02.0,- - - Arteriovenous fistula of pulmonary vessels,,True,,,0,,0,0,I28.0,IX,Arteriovenous fistula of pulmonary vessels
category,BB02.1,- - - Aneurysm of pulmonary artery,,False,,,0,,0,0,I28.1,IX,Aneurysm of pulmonary artery
category,BB02.10,- - - - Aneurysm of pulmonary artery with perforation,,True,,,0,,0,0,I28.1,IX,Aneurysm of pulmonary artery
category,BB02.11,- - - - Aneurysm of pulmonary artery with rupture,,True,,,0,,0,0,I28.1,IX,Aneurysm of pulmonary artery
category,BB02.12,- - - - Aneurysm of pulmonary artery without mention of perforation or rupture,,True,,,0,,0,0,I28.1,IX,Aneurysm of pulmonary artery
category,BB02.1Y,- - - - Other specified aneurysm of pulmonary artery,,True,,,0,,0,0,I28.1,IX,Aneurysm of pulmonary artery
category,BB02.1Z,"- - - - Aneurysm of pulmonary artery, unspecified",,True,,,0,,0,0,I28.1,IX,Aneurysm of pulmonary artery
category,BB02.2,- - - Rupture of pulmonary vessels,,True,,,0,,0,0,I28,IX,Other diseases of pulmonary vessels
category,BB02.3,- - - Acquired pulmonary arterial tree abnormality,,True,,,0,,0,0,I28,IX,Other diseases of pulmonary vessels
category,BB03,- - Acquired pulmonary venous abnormality,,False,,,0,,0,0,I26-I28,IX,Pulmonary heart disease and diseases of pulmonary circulation
category,BB03.0,- - - Acquired pulmonary venous obstruction,,True,,,0,,0,0,I26-I28,IX,Pulmonary heart disease and diseases of pulmonary circulation
category,BB03.Y,- - - Other specified acquired pulmonary venous abnormality,,True,,,0,,0,0,I26-I28,IX,Pulmonary heart disease and diseases of pulmonary circulation
category,BB03.Z,"- - - Acquired pulmonary venous abnormality, unspecified",,True,,,0,,0,0,I26-I28,IX,Pulmonary heart disease and diseases of pulmonary circulation
category,BB0Y,- - Other specified pulmonary heart disease or diseases of pulmonary circulation,,True,,,0,,0,0,I26-I28,IX,Pulmonary heart disease and diseases of pulmonary circulation
category,BB0Z,"- - Pulmonary heart disease or diseases of pulmonary circulation, unspecified",,True,,,0,,0,0,I26-I28,IX,Pulmonary heart disease and diseases of pulmonary circulation
block,BB20-BB2Z,- Pericarditis,,False,D010493,Pericarditis,,,,,I31.9,IX,"Disease of pericardium, unspecified"
category,BB20,- - Acute pericarditis,,False,,,,,,,I30,IX,Acute pericarditis
category,BB20.0,- - - Infectious pericarditis,,True,,,,,,,I30.1,IX,Infective pericarditis
category,BB20.1,- - - Neoplastic pericarditis,,True,,,,,,,I30,IX,Acute pericarditis
category,BB20.2,- - - Myopericarditis,,True,,,,,,,I30,IX,Acute pericarditis
category,BB20.Y,- - - Other specified acute pericarditis,,True,,,,,,,I30.8,IX,Other forms of acute pericarditis
category,BB20.Z,"- - - Acute pericarditis, unspecified",,True,,,,,,,I30,IX,Acute pericarditis
category,BB21,- - Chronic rheumatic pericarditis,,True,,,,,,,I09.2,IX,Chronic rheumatic pericarditis
category,BB22,- - Constrictive pericarditis,,True,D010494,"Pericarditis, Constrictive",,,,,I31.1,IX,Chronic constrictive pericarditis
category,BB23,- - Cardiac tamponade,,True,D002305,Cardiac Tamponade,,,,,I31,IX,Other diseases of pericardium
category,BB24,- - Haemopericardium,,True,,,,,,,I31.2,IX,"Haemopericardium, not elsewhere classified"
category,BB25,- - Pericardial effusion,,True,D010490,Pericardial Effusion,,,,,I31.3,IX,Pericardial effusion (noninflammatory)
category,BB2Y,- - Other specified pericarditis,,True,,,,,,,I31.9,IX,"Disease of pericardium, unspecified"
category,BB2Z,"- - Pericarditis, unspecified",,True,,,,,,,I31.9,IX,"Disease of pericardium, unspecified"
block,BB40-BB4Z,- Acute or subacute endocarditis,,False,D004696,Endocarditis,,,,,I33,IX,Acute and subacute endocarditis
category,BB40,- - Acute or subacute infectious endocarditis,,True,,,,,,,I33.0,IX,Acute and subacute infective endocarditis
category,BB41,- - Myoendocarditis,,True,,,,,,,I33.9,IX,"Acute endocarditis, unspecified"
category,BB42,- - Periendocarditis,,True,,,,,,,I33.9,IX,"Acute endocarditis, unspecified"
category,BB4Y,- - Other specified acute or subacute endocarditis,,True,,,,,,,I33,IX,Acute and subacute endocarditis
category,BB4Z,"- - Acute or subacute endocarditis, unspecified",,True,,,,,,,I33,IX,Acute and subacute endocarditis
block,BB60-BC0Z,- Heart valve diseases,,False,D006349,Heart Valve Diseases,,,,,IX,IX,Diseases of the circulatory system
block,BB60-BB6Z,- - Mitral valve disease,,False,,,,,,,I39.0,IX,Mitral valve disorders in diseases classified elsewhere
category,BB60,- - - Mitral valve stenosis,,False,D008946,Mitral Valve Stenosis,,,,,I39.0,IX,Mitral valve disorders in diseases classified elsewhere
category,BB60.0,- - - - Rheumatic mitral valve stenosis,,True,,,,,,,I05.0,IX,Mitral stenosis
category,BB60.1,- - - - Nonrheumatic mitral valve stenosis,,True,,,,,,,I34.2,IX,Nonrheumatic mitral (valve) stenosis
category,BB60.Z,"- - - - Mitral valve stenosis, unspecified",,True,,,,,,,I39.0,IX,Mitral valve disorders in diseases classified elsewhere
category,BB61,- - - Mitral valve insufficiency,,False,D008944,Mitral Valve Insufficiency,,,,,I34.0,IX,Mitral (valve) insufficiency
category,BB61.0,- - - - Rheumatic mitral valve insufficiency,,True,,,,,,,I05.1,IX,Rheumatic mitral insufficiency
category,BB61.Y,- - - - Other specified mitral valve insufficiency,,True,,,,,,,I34.0,IX,Mitral (valve) insufficiency
category,BB61.Z,"- - - - Mitral valve insufficiency, unspecified",,True,,,,,,,I34.0,IX,Mitral (valve) insufficiency
category,BB62,- - - Mitral valve prolapse,,False,D008944,Mitral Valve Insufficiency,,,,,I34.1,IX,Mitral (valve) prolapse
category,BB62.0,- - - - Rheumatic mitral valve prolapse,,True,,,,,,,I34.1,IX,Mitral (valve) prolapse
category,BB62.1,- - - - Degenerative mitral valve prolapse,,True,,,,,,,I34.1,IX,Mitral (valve) prolapse
category,BB62.Y,- - - - Other specified nonrheumatic mitral valve prolapse,,True,,,,,,,I34.1,IX,Mitral (valve) prolapse
category,BB62.Z,"- - - - Mitral valve prolapse, unspecified",,True,,,,,,,I34.1,IX,Mitral (valve) prolapse
category,BB63,- - - Mitral valve stenosis with insufficiency,,False,,,,,,,I39.0,IX,Mitral valve disorders in diseases classified elsewhere
category,BB63.0,- - - - Rheumatic mitral stenosis with insufficiency,,True,,,,,,,I05.2,IX,Mitral stenosis with insufficiency
category,BB63.1,- - - - Nonrheumatic mitral stenosis with insufficiency,,True,,,,,,,I39.0,IX,Mitral valve disorders in diseases classified elsewhere
category,BB63.Z,"- - - - Mitral valve stenosis with insufficiency, unspecified",,True,,,,,,,I39.0,IX,Mitral valve disorders in diseases classified elsewhere
category,BB64,- - - Mitral valvar abscess,,True,,,,,,,I51.8,IX,Other ill-defined heart diseases
category,BB65,- - - Mitral valve rupture,,True,,,,,,,I51.8,IX,Other ill-defined heart diseases
category,BB6Y,- - - Other specified mitral valve disease,,True,,,,,,,I39.0,IX,Mitral valve disorders in diseases classified elsewhere
category,BB6Z,"- - - Mitral valve disease, unspecified",,True,,,,,,,I39.0,IX,Mitral valve disorders in diseases classified elsewhere
block,BB70-BB7Z,- - Aortic valve disease,,False,,,,,,,I39.1,IX,Aortic valve disorders in diseases classified elsewhere
category,BB70,- - - Aortic valve stenosis,,False,D001024,Aortic Valve Stenosis,,,,,I35.0,IX,Aortic (valve) stenosis
category,BB70.0,- - - - Rheumatic aortic valve stenosis,,True,,,,,,,I06.0,IX,Rheumatic aortic stenosis
category,BB70.1,- - - - Nonrheumatic aortic valve stenosis,,True,,,,,,,I35.0,IX,Aortic (valve) stenosis
category,BB70.Y,- - - - Other specified aortic valve stenosis,,True,,,,,,,I35.0,IX,Aortic (valve) stenosis
category,BB70.Z,"- - - - Aortic valve stenosis, unspecified",,True,,,,,,,I35.0,IX,Aortic (valve) stenosis
category,BB71,- - - Aortic valve insufficiency,,False,D001022,Aortic Valve Insufficiency,,,,,I35.1,IX,Aortic (valve) insufficiency
category,BB71.0,- - - - Rheumatic aortic valve insufficiency,,True,,,,,,,I06.1,IX,Rheumatic aortic insufficiency
category,BB71.Y,- - - - Other specified nonrheumatic aortic valve insufficiency,,True,,,,,,,I35.1,IX,Aortic (valve) insufficiency
category,BB71.Z,"- - - - Aortic valve insufficiency, unspecified",,True,,,,,,,I35.1,IX,Aortic (valve) insufficiency
category,BB72,- - - Aortic valve stenosis with insufficiency,,False,,,,,,,I35.2,IX,Aortic (valve) stenosis with insufficiency
category,BB72.0,- - - - Rheumatic aortic stenosis with insufficiency,,True,,,,,,,I06.2,IX,Rheumatic aortic stenosis with insufficiency
category,BB72.1,- - - - Nonrheumatic aortic valve stenosis with insufficiency,,True,,,,,,,I35.2,IX,Aortic (valve) stenosis with insufficiency
category,BB72.Z,"- - - - Aortic valve stenosis with insufficiency, unspecified",,True,,,,,,,I35.2,IX,Aortic (valve) stenosis with insufficiency
category,BB73,- - - Aortic valvar abscess,,True,,,,,,,I51.8,IX,Other ill-defined heart diseases
category,BB74,- - - Aortic valvar prolapse,,True,D001023,Aortic Valve Prolapse,,,,,I35.8,IX,Other aortic valve disorders
category,BB7Y,- - - Other specified aortic valve disease,,True,,,,,,,I39.1,IX,Aortic valve disorders in diseases classified elsewhere
category,BB7Z,"- - - Aortic valve disease, unspecified",,True,,,,,,,I39.1,IX,Aortic valve disorders in diseases classified elsewhere
block,BB80-BB8Z,- - Tricuspid valve disease,,False,,,,,,,I39.2,IX,Tricuspid valve disorders in diseases classified elsewhere
category,BB80,- - - Tricuspid valve stenosis,,False,D014264,Tricuspid Valve Stenosis,,,,,I36.0,IX,Nonrheumatic tricuspid (valve) stenosis
category,BB80.0,- - - - Rheumatic tricuspid valve stenosis,,True,,,,,,,I07.0,IX,Tricuspid stenosis
category,BB80.Y,- - - - Other specified nonrheumatic tricuspid valve stenosis,,True,,,,,,,I36.0,IX,Nonrheumatic tricuspid (valve) stenosis
category,BB80.Z,"- - - - Tricuspid valve stenosis, unspecified",,True,,,,,,,I36.0,IX,Nonrheumatic tricuspid (valve) stenosis
category,BB81,- - - Tricuspid valve insufficiency,,False,D014262,Tricuspid Valve Insufficiency,,,,,I36.1,IX,Nonrheumatic tricuspid (valve) insufficiency
category,BB81.0,- - - - Rheumatic tricuspid valve insufficiency,,True,,,,,,,I07.1,IX,Tricuspid insufficiency
category,BB81.Y,- - - - Other specified nonrheumatic tricuspid valve insufficiency,,True,,,,,,,I36.1,IX,Nonrheumatic tricuspid (valve) insufficiency
category,BB81.Z,"- - - - Tricuspid valve insufficiency, unspecified",,True,,,,,,,I36.1,IX,Nonrheumatic tricuspid (valve) insufficiency
category,BB82,- - - Tricuspid valve stenosis with insufficiency,,False,,,,,,,I36.2,IX,Nonrheumatic tricuspid (valve) stenosis with insufficiency
category,BB82.0,- - - - Rheumatic tricuspid valve stenosis with insufficiency,,True,,,,,,,I07.2,IX,Tricuspid stenosis with insufficiency
category,BB82.Y,- - - - Other specified nonrheumatic tricuspid valve stenosis with insufficiency,,True,,,,,,,I36.2,IX,Nonrheumatic tricuspid (valve) stenosis with insufficiency
category,BB82.Z,"- - - - Tricuspid valve stenosis with insufficiency, unspecified",,True,,,,,,,I36.2,IX,Nonrheumatic tricuspid (valve) stenosis with insufficiency
category,BB83,- - - Tricuspid valvular abscess,,True,,,,,,,I51.8,IX,Other ill-defined heart diseases
category,BB84,- - - Tricuspid valve rupture,,True,,,,,,,I51.8,IX,Other ill-defined heart diseases
category,BB8Y,- - - Other specified tricuspid valve disease,,True,D014263,Tricuspid Valve Prolapse,,,,,I39.2,IX,Tricuspid valve disorders in diseases classified elsewhere
category,BB8Z,"- - - Tricuspid valve disease, unspecified",,True,,,,,,,I39.2,IX,Tricuspid valve disorders in diseases classified elsewhere
block,BB90-BB9Z,- - Pulmonary valve disease,,False,,,,,,,I39.3,IX,Pulmonary valve disorders in diseases classified elsewhere
category,BB90,- - - Pulmonary valve stenosis,,False,D011666,Pulmonary Valve Stenosis,,,,,I37.0,IX,Pulmonary valve stenosis
category,BB90.0,- - - - Rheumatic pulmonary valve stenosis,,True,,,,,,,I37.0,IX,Pulmonary valve stenosis
category,BB90.Y,- - - - Other specified nonrheumatic pulmonary valve stenosis,,True,,,,,,,I37.0,IX,Pulmonary valve stenosis
category,BB90.Z,"- - - - Pulmonary valve stenosis, unspecified",,True,,,,,,,I37.0,IX,Pulmonary valve stenosis
category,BB91,- - - Pulmonary valve insufficiency,,False,D011665,Pulmonary Valve Insufficiency,,,,,I37.1,IX,Pulmonary valve insufficiency
category,BB91.0,- - - - Rheumatic pulmonary valve insufficiency,,True,,,,,,,I37.1,IX,Pulmonary valve insufficiency
