MeSH Disease ID	MeSH Disease Term	MeSH Symptom ID	MeSH Symptom Term	TFIDF score	PubMed occurrence
D007826	Laryngismus	D006685	Hoarseness	2.2161269226411977	1
D007826	Laryngismus	D006935	Hypercapnia	2.1109838219206343	1
D007826	Laryngismus	D006985	Hyperventilation	4.210260293338346	2
D007826	Laryngismus	D007040	Hypoventilation	2.5213533047438883	1
D007826	Laryngismus	D009058	Mouth Breathing	3.229359599707584	1
D007826	Laryngismus	D009207	Myoclonus	5.325212608290993	3
D007826	Laryngismus	D009222	Myotonia	3.0540485873998464	1
D007826	Laryngismus	D009767	Obesity, Morbid	3.5058799047491203	2
D007826	Laryngismus	D010146	Pain	0.6587734172614802	2
D007826	Laryngismus	D010149	Pain, Postoperative	1.6778553222664596	1
D007826	Laryngismus	D010243	Paralysis	0.4844713774828484	1
D007826	Laryngismus	D010292	Paresthesia	1.358018146149779	1
D007826	Laryngismus	D020250	Postoperative Nausea and Vomiting	3.420099726967134	1
D007826	Laryngismus	D011602	Psychophysiologic Disorders	5.9300225366139125	4
D007826	Laryngismus	D012133	Respiratory Paralysis	2.4894202576408797	1
D007826	Laryngismus	D012135	Respiratory Sounds	24.589039924069038	15
D007826	Laryngismus	D012640	Seizures	4.225834627607069	5
D007826	Laryngismus	D012893	Sleep Disorders	8.957993459215901	6
D007826	Laryngismus	D012913	Snoring	5.520209507448177	2
D007826	Laryngismus	D013035	Spasm	4.101832414687727	3
D007826	Laryngismus	D013064	Speech Disorders	2.3058331220480084	2
D007826	Laryngismus	D013575	Syncope	5.963565710119009	4
D007826	Laryngismus	D019462	Syncope, Vasovagal	3.1825674382008247	1
D007826	Laryngismus	D046608	Synkinesis	4.658473958010402	1
D007826	Laryngismus	D013746	Tetany	11.906033365003234	5
D007826	Laryngismus	D014826	Vocal Cord Paralysis	19.877795434519612	10
D007826	Laryngismus	D014832	Voice Disorders	34.97014110816513	21
D007826	Laryngismus	D014839	Vomiting	2.5305379962761627	3
D007827	Laryngitis	D000860	Anoxia	5.009942858537349	5
D007827	Laryngitis	D001044	Aphonia	7.257709081658487	2
D007827	Laryngitis	D001049	Apnea	1.8765539083417369	1
D007827	Laryngitis	D001835	Body Weight	0.6859756942895301	2
D007827	Laryngitis	D002100	Cachexia	1.9947240158047723	1
D007827	Laryngitis	D002637	Chest Pain	4.398243321425969	4
D007827	Laryngitis	D003128	Coma	1.312084812843242	1
D007827	Laryngitis	D003371	Cough	30.238770475215645	23
D007827	Laryngitis	D003490	Cyanosis	6.973638350095465	4
D007827	Laryngitis	D003967	Diarrhea	1.8463762621646207	2
D007827	Laryngitis	D003968	Diarrhea, Infantile	2.281245322020591	1
D007827	Laryngitis	D004415	Dyspepsia	2.082052199386629	1
D007827	Laryngitis	D055154	Dysphonia	17.247568060867135	5
D007827	Laryngitis	D004417	Dyspnea	29.15142876464889	29
D007827	Laryngitis	D004433	Earache	2.8179243246129158	1
D007827	Laryngitis	D004487	Edema	6.554659035131702	11
D007827	Laryngitis	D005221	Fatigue	1.1380131555214292	1
D007827	Laryngitis	D005334	Fever	4.951501058266373	8
D007827	Laryngitis	D006209	Halitosis	3.2414079382237584	1
D007827	Laryngitis	D034381	Hearing Loss	1.6071010892456583	2
D007827	Laryngitis	D006319	Hearing Loss, Sensorineural	1.2148558604642947	1
D007827	Laryngitis	D006356	Heartburn	15.884347085430935	5
D007827	Laryngitis	D006469	Hemoptysis	1.6970743635369168	1
D007827	Laryngitis	D006606	Hiccup	2.953725865771977	1
D007827	Laryngitis	D006685	Hoarseness	66.48380767923594	30
D007827	Laryngitis	D006935	Hypercapnia	6.332951465761902	3
D007827	Laryngitis	D006941	Hyperesthesia	2.694864231855688	1
D007827	Laryngitis	D006942	Hypergammaglobulinemia	1.6791251637069355	1
D007827	Laryngitis	D006987	Hypesthesia	1.7219610441163826	1
D007827	Laryngitis	D009437	Neuralgia	1.5383141060813592	1
D007827	Laryngitis	D050177	Overweight	0.8238720995508412	1
D007827	Laryngitis	D010146	Pain	0.3293867086307401	1
D007827	Laryngitis	D011602	Psychophysiologic Disorders	4.447516902460435	3
D007827	Laryngitis	D011696	Purpura, Thrombocytopenic	1.4149055205518302	1
D007827	Laryngitis	D012135	Respiratory Sounds	44.26027186332427	27
D007827	Laryngitis	D012893	Sleep Disorders	2.9859978197386337	2
D007827	Laryngitis	D012913	Snoring	2.7601047537240886	1
D007827	Laryngitis	D013035	Spasm	1.3672774715625755	1
D007827	Laryngitis	D013746	Tetany	2.3812066730006465	1
D007827	Laryngitis	D014012	Tinnitus	1.9740336225473258	1
D007827	Laryngitis	D014826	Vocal Cord Paralysis	13.914456804163725	7
D007827	Laryngitis	D014832	Voice Disorders	61.61405814295761	37
D007827	Laryngitis	D014839	Vomiting	0.8435126654253875	1
D007829	Laryngostenosis	D015746	Abdominal Pain	0.8484836781474079	1
D007829	Laryngostenosis	D000860	Anoxia	2.0039771434149403	2
D007829	Laryngostenosis	D001724	Birth Weight	5.6285237720187995	4
D007829	Laryngostenosis	D001835	Body Weight	0.6859756942895301	2
D007829	Laryngostenosis	D003128	Coma	1.312084812843242	1
D007829	Laryngostenosis	D003248	Constipation	1.5939154935265591	1
D007829	Laryngostenosis	D003371	Cough	1.3147291510963324	1
D007829	Laryngostenosis	D003490	Cyanosis	1.7434095875238662	1
D007829	Laryngostenosis	D004417	Dyspnea	24.12532035695081	24
D007829	Laryngostenosis	D004487	Edema	1.7876342823086462	3
D007829	Laryngostenosis	D005221	Fatigue	1.1380131555214292	1
D007829	Laryngostenosis	D005316	Fetal Distress	2.588451638247058	1
D007829	Laryngostenosis	D006685	Hoarseness	2.2161269226411977	1
D007829	Laryngostenosis	D006935	Hypercapnia	2.1109838219206343	1
D007829	Laryngostenosis	D006942	Hypergammaglobulinemia	1.6791251637069355	1
D007829	Laryngostenosis	D007040	Hypoventilation	7.564059914231665	3
D007829	Laryngostenosis	D008607	Mental Retardation	0.9054466840727144	1
D007829	Laryngostenosis	D009123	Muscle Hypotonia	1.6565111347057753	1
D007829	Laryngostenosis	D009128	Muscle Spasticity	1.7272802055939829	1
D007829	Laryngostenosis	D009765	Obesity	1.6651073032713362	2
D007829	Laryngostenosis	D006472	Oral Hemorrhage	2.5759122889943233	1
D007829	Laryngostenosis	D010243	Paralysis	1.4534141324485448	3
D007829	Laryngostenosis	D011602	Psychophysiologic Disorders	1.482505634153478	1
D007829	Laryngostenosis	D012135	Respiratory Sounds	36.06392522196793	22
D007829	Laryngostenosis	D013064	Speech Disorders	3.4587496830720124	3
D007829	Laryngostenosis	D013746	Tetany	2.3812066730006465	1
D007829	Laryngostenosis	D014826	Vocal Cord Paralysis	53.67004767320295	27
D007829	Laryngostenosis	D014832	Voice Disorders	14.98720333207077	9
D007829	Laryngostenosis	D014839	Vomiting	0.8435126654253875	1
D008133	Long QT Syndrome	D054058	Acute Coronary Syndrome	5.19592085243217	2
D008133	Long QT Syndrome	D000419	Albuminuria	4.130173330456663	2
D008133	Long QT Syndrome	D000787	Angina Pectoris	10.168783608836002	7
D008133	Long QT Syndrome	D000788	Angina Pectoris, Variant	3.2659490471398755	1
D008133	Long QT Syndrome	D000789	Angina, Unstable	4.485120359418707	2
D008133	Long QT Syndrome	D000860	Anoxia	5.009942858537349	5
D008133	Long QT Syndrome	D001049	Apnea	1.8765539083417369	1
D008133	Long QT Syndrome	D001724	Birth Weight	1.4071309430046999	1
D008133	Long QT Syndrome	D001835	Body Weight	1.028963541434295	3
D008133	Long QT Syndrome	D002303	Cardiac Output, Low	4.285591299111297	2
D008133	Long QT Syndrome	D002637	Chest Pain	5.497804151782463	5
D008133	Long QT Syndrome	D003128	Coma	1.312084812843242	1
D008133	Long QT Syndrome	D003244	Consciousness Disorders	1.754258552448745	2
D008133	Long QT Syndrome	D003371	Cough	2.6294583021926647	2
D008133	Long QT Syndrome	D003638	Deafness	29.484651913494268	24
D008133	Long QT Syndrome	D003693	Delirium	4.16791029906543	2
D008133	Long QT Syndrome	D003967	Diarrhea	0.9231881310823103	1
D008133	Long QT Syndrome	D004244	Dizziness	5.369885689645916	4
D008133	Long QT Syndrome	D020820	Dyskinesias	0.7479520787085234	1
D008133	Long QT Syndrome	D004417	Dyspnea	1.005221681539617	1
D008133	Long QT Syndrome	D005157	Facial Pain	1.9723285922962424	1
D008133	Long QT Syndrome	D005316	Fetal Distress	2.588451638247058	1
D008133	Long QT Syndrome	D005334	Fever	4.332563425983078	7
D008133	Long QT Syndrome	D006212	Hallucinations	1.7232881843244452	1
D008133	Long QT Syndrome	D006261	Headache	0.8845642547118906	1
D008133	Long QT Syndrome	D006311	Hearing Disorders	1.4700331499131865	2
D008133	Long QT Syndrome	D006312	Hearing Loss, Bilateral	2.2117885210426	1
D008133	Long QT Syndrome	D006319	Hearing Loss, Sensorineural	9.718846883714358	8
D008133	Long QT Syndrome	D006337	Heart Murmurs	2.3634171314371484	1
D008133	Long QT Syndrome	D015160	Hydrops Fetalis	2.341000252522606	1
D008133	Long QT Syndrome	D006935	Hypercapnia	2.1109838219206343	1
D008133	Long QT Syndrome	D006948	Hyperkinesis	2.341000252522606	1
D008133	Long QT Syndrome	D006985	Hyperventilation	4.210260293338346	2
D008133	Long QT Syndrome	D007035	Hypothermia	5.836308646191458	3
D008133	Long QT Syndrome	D007859	Learning Disorders	1.7353123772912469	1
D008133	Long QT Syndrome	D008607	Mental Retardation	2.7163400522181433	3
D008133	Long QT Syndrome	D009120	Muscle Cramp	2.2425601797093533	1
D008133	Long QT Syndrome	D018908	Muscle Weakness	1.985982163405724	2
D008133	Long QT Syndrome	D009325	Nausea	3.4162592224924198	3
D008133	Long QT Syndrome	D009437	Neuralgia	1.5383141060813592	1
D008133	Long QT Syndrome	D009765	Obesity	9.158090167992347	11
D008133	Long QT Syndrome	D009767	Obesity, Morbid	5.2588198571236795	3
D008133	Long QT Syndrome	D050177	Overweight	0.8238720995508412	1
D008133	Long QT Syndrome	D010146	Pain	2.3057069604151805	7
D008133	Long QT Syndrome	D010148	Pain, Intractable	3.985966742653976	2
D008133	Long QT Syndrome	D010243	Paralysis	0.4844713774828484	1
D008133	Long QT Syndrome	D010292	Paresthesia	1.358018146149779	1
D008133	Long QT Syndrome	D020250	Postoperative Nausea and Vomiting	13.680398907868536	4
D008133	Long QT Syndrome	D011595	Psychomotor Agitation	4.485120359418707	2
D008133	Long QT Syndrome	D011782	Quadriplegia	1.3691396694936402	1
D008133	Long QT Syndrome	D012021	Reflex, Abnormal	2.8142618860093997	2
D008133	Long QT Syndrome	D012640	Seizures	21.129173138035352	25
D008133	Long QT Syndrome	D012913	Snoring	2.7601047537240886	1
D008133	Long QT Syndrome	D013494	Supranuclear Palsy, Progressive	3.0341474330825515	1
D008133	Long QT Syndrome	D013575	Syncope	307.12363407112895	206
D008133	Long QT Syndrome	D019462	Syncope, Vasovagal	28.64310694380742	9
D008133	Long QT Syndrome	D013851	Thinness	2.6705996098560565	1
D008133	Long QT Syndrome	D014474	Unconsciousness	3.7118913168225856	4
D008133	Long QT Syndrome	D053201	Urinary Bladder, Overactive	3.543332367391082	1
D008133	Long QT Syndrome	D014717	Vertigo	1.5962519431875786	1
D008133	Long QT Syndrome	D014770	Virilism	2.2270559931733884	1
D008133	Long QT Syndrome	D014839	Vomiting	3.37405066170155	4
D008133	Long QT Syndrome	D015431	Weight Loss	7.000375979668221	7
D008169	Lung Abscess	D000860	Anoxia	1.00198857170747	1
D008169	Lung Abscess	D001039	Aphasia, Broca	3.110911449294389	1
D008169	Lung Abscess	D002637	Chest Pain	3.298682491069478	3
D008169	Lung Abscess	D003371	Cough	18.40620811534865	14
D008169	Lung Abscess	D003490	Cyanosis	1.7434095875238662	1
D008169	Lung Abscess	D003638	Deafness	1.2285271630622612	1
D008169	Lung Abscess	D004417	Dyspnea	5.026108407698086	5
D008169	Lung Abscess	D004487	Edema	0.5958780941028821	1
D008169	Lung Abscess	D005221	Fatigue	3.4140394665642875	3
D008169	Lung Abscess	D005334	Fever	8.046189219682859	13
D008169	Lung Abscess	D005335	Fever of Unknown Origin	4.419464750013133	3
D008169	Lung Abscess	D006209	Halitosis	3.2414079382237584	1
D008169	Lung Abscess	D006396	Hematemesis	2.0858617278032967	1
D008169	Lung Abscess	D006469	Hemoptysis	47.51808217903367	28
D008169	Lung Abscess	D006732	Horner Syndrome	2.2096263580381046	1
D008169	Lung Abscess	D006942	Hypergammaglobulinemia	1.6791251637069355	1
D008169	Lung Abscess	D018908	Muscle Weakness	0.992991081702862	1
D008169	Lung Abscess	D009461	Neurologic Manifestations	0.13988282635066876	2
D008169	Lung Abscess	D009765	Obesity	1.6651073032713362	2
D008169	Lung Abscess	D009767	Obesity, Morbid	3.5058799047491203	2
D008169	Lung Abscess	D009846	Oliguria	2.6140121352265933	1
D008169	Lung Abscess	D010243	Paralysis	0.4844713774828484	1
D008169	Lung Abscess	D010291	Paresis	1.2877357838329555	1
D008169	Lung Abscess	D011694	Purpura, Hyperglobulinemic	3.674524577662433	1
D008169	Lung Abscess	D012640	Seizures	0.8451669255214139	1
D008169	Lung Abscess	D014839	Vomiting	0.8435126654253875	1
D008169	Lung Abscess	D014884	Waterhouse-Friderichsen Syndrome	3.683914318012272	1
D008169	Lung Abscess	D015431	Weight Loss	1.0000537113811745	1
D008175	Lung Neoplasms	D000006	Abdomen, Acute	23.001602087672453	16
D008175	Lung Neoplasms	D015746	Abdominal Pain	19.515124597390386	23
D008175	Lung Neoplasms	D054058	Acute Coronary Syndrome	5.19592085243217	2
D008175	Lung Neoplasms	D000370	Ageusia	3.5851794773265833	1
D008175	Lung Neoplasms	D000377	Agnosia	2.5362124191476383	1
D008175	Lung Neoplasms	D000419	Albuminuria	6.195259995684996	3
D008175	Lung Neoplasms	D000647	Amnesia	2.1714861420185776	1
D008175	Lung Neoplasms	D020324	Amnesia, Anterograde	4.070687293108283	1
D008175	Lung Neoplasms	D000648	Amnesia, Retrograde	6.7971870434923405	2
D008175	Lung Neoplasms	D020236	Amnesia, Transient Global	4.098858170074981	1
D008175	Lung Neoplasms	D000787	Angina Pectoris	15.97951709959943	11
D008175	Lung Neoplasms	D000788	Angina Pectoris, Variant	13.0637961885595	4
D008175	Lung Neoplasms	D000789	Angina, Unstable	6.727680539128059	3
D008175	Lung Neoplasms	D000855	Anorexia	136.89454604656396	75
D008175	Lung Neoplasms	D000860	Anoxia	82.16306288001255	82
D008175	Lung Neoplasms	D001037	Aphasia	1.810661814533033	1
D008175	Lung Neoplasms	D001044	Aphonia	3.6288545408292436	1
D008175	Lung Neoplasms	D001072	Apraxias	2.3837740685058924	1
D008175	Lung Neoplasms	D018771	Arthralgia	26.59140000587184	18
D008175	Lung Neoplasms	D001247	Asthenia	33.01150801685659	16
D008175	Lung Neoplasms	D001259	Ataxia	8.537617989438582	7
D008175	Lung Neoplasms	D001264	Athetosis	2.5821623093394943	1
D008175	Lung Neoplasms	D001416	Back Pain	26.379355941125773	23
D008175	Lung Neoplasms	D001724	Birth Weight	1.4071309430046999	1
D008175	Lung Neoplasms	D001766	Blindness	13.177660260119396	12
D008175	Lung Neoplasms	D001835	Body Weight	91.23476734050749	266
D008175	Lung Neoplasms	D018437	Brown-Sequard Syndrome	14.140676227007685	4
D008175	Lung Neoplasms	D002100	Cachexia	135.6412330747245	68
D008175	Lung Neoplasms	D019080	Cafe-au-Lait Spots	3.303928295205092	1
D008175	Lung Neoplasms	D002303	Cardiac Output, Low	14.99956954688954	7
D008175	Lung Neoplasms	D002524	Cerebellar Ataxia	23.922998721409453	14
D008175	Lung Neoplasms	D002637	Chest Pain	64.87408899103306	59
D008175	Lung Neoplasms	D002819	Chorea	15.943866970615904	8
D008175	Lung Neoplasms	D003128	Coma	9.184593689902695	7
D008175	Lung Neoplasms	D003221	Confusion	21.12527495787793	14
D008175	Lung Neoplasms	D003244	Consciousness Disorders	2.6313878286731183	3
D008175	Lung Neoplasms	D003248	Constipation	27.096563389951505	17
D008175	Lung Neoplasms	D003371	Cough	227.4481431396655	173
D008175	Lung Neoplasms	D003490	Cyanosis	8.717047937619329	5
D008175	Lung Neoplasms	D003638	Deafness	3.685581489186784	3
D008175	Lung Neoplasms	D003693	Delirium	12.503730897196293	6
D008175	Lung Neoplasms	D003967	Diarrhea	118.16808077853572	128
D008175	Lung Neoplasms	D004172	Diplopia	16.441652988834758	10
D008175	Lung Neoplasms	D004244	Dizziness	22.82201418099514	17
D008175	Lung Neoplasms	D004401	Dysarthria	4.053170235747513	2
D008175	Lung Neoplasms	D004408	Dysgeusia	27.777248711385496	8
D008175	Lung Neoplasms	D004415	Dyspepsia	2.082052199386629	1
D008175	Lung Neoplasms	D004417	Dyspnea	323.6813814557567	322
D008175	Lung Neoplasms	D004418	Dyspnea, Paroxysmal	3.7522335619897484	1
D008175	Lung Neoplasms	D004421	Dystonia	3.0722180670460917	2
D008175	Lung Neoplasms	D053159	Dysuria	3.836493905607489	1
D008175	Lung Neoplasms	D004433	Earache	16.90754594767749	6
D008175	Lung Neoplasms	D004438	Ecchymosis	6.899943699234183	3
D008175	Lung Neoplasms	D004487	Edema	23.239245670012398	39
D008175	Lung Neoplasms	D005157	Facial Pain	31.557257476739878	16
D008175	Lung Neoplasms	D005158	Facial Paralysis	10.856775293043663	8
D008175	Lung Neoplasms	D005221	Fatigue	146.80369706226438	129
D008175	Lung Neoplasms	D005334	Fever	73.65357824171231	119
D008175	Lung Neoplasms	D005335	Fever of Unknown Origin	14.731549166710444	10
D008175	Lung Neoplasms	D021501	Flank Pain	3.148856380858513	1
D008175	Lung Neoplasms	D005483	Flushing	15.684072811359561	6
D008175	Lung Neoplasms	D020235	Gait Apraxia	8.255691413896464	2
D008175	Lung Neoplasms	D020234	Gait Ataxia	8.406527902934329	3
D008175	Lung Neoplasms	D020233	Gait Disorders, Neurologic	10.468593119610011	6
D008175	Lung Neoplasms	D018589	Gastroparesis	6.594994809749602	2
D008175	Lung Neoplasms	D006209	Halitosis	3.2414079382237584	1
D008175	Lung Neoplasms	D006212	Hallucinations	1.7232881843244452	1
D008175	Lung Neoplasms	D006261	Headache	21.22954211308537	24
D008175	Lung Neoplasms	D006311	Hearing Disorders	0.7350165749565932	1
D008175	Lung Neoplasms	D034381	Hearing Loss	0.8035505446228293	1
D008175	Lung Neoplasms	D006312	Hearing Loss, Bilateral	4.423577042085199	2
D008175	Lung Neoplasms	D006316	Hearing Loss, High-Frequency	3.1056063970646965	1
D008175	Lung Neoplasms	D006319	Hearing Loss, Sensorineural	7.289135162785769	6
D008175	Lung Neoplasms	D003639	Hearing Loss, Sudden	7.755906088032487	3
D008175	Lung Neoplasms	D006337	Heart Murmurs	4.726834262874297	2
D008175	Lung Neoplasms	D006396	Hematemesis	8.343446911213187	4
D008175	Lung Neoplasms	D006423	Hemianopsia	14.574365395706403	7
D008175	Lung Neoplasms	D006429	Hemiplegia	15.535588354704194	12
D008175	Lung Neoplasms	D006469	Hemoptysis	514.2135321516857	303
D008175	Lung Neoplasms	D006606	Hiccup	8.861177597315931	3
D008175	Lung Neoplasms	D006628	Hirsutism	2.483722236526241	1
D008175	Lung Neoplasms	D006685	Hoarseness	13.296761535847185	6
D008175	Lung Neoplasms	D006732	Horner Syndrome	26.515516296457253	12
D008175	Lung Neoplasms	D015160	Hydrops Fetalis	7.023000757567817	3
D008175	Lung Neoplasms	D006935	Hypercapnia	4.2219676438412685	2
D008175	Lung Neoplasms	D006942	Hypergammaglobulinemia	21.828627128190163	13
D008175	Lung Neoplasms	D018496	Hyperoxia	2.9491907106065858	1
D008175	Lung Neoplasms	D006987	Hypesthesia	12.05372730881468	7
D008175	Lung Neoplasms	D018476	Hypokinesia	2.879293270989208	1
D008175	Lung Neoplasms	D007035	Hypothermia	1.9454362153971527	1
D008175	Lung Neoplasms	D007040	Hypoventilation	17.649473133207213	7
D008175	Lung Neoplasms	D007565	Jaundice	5.8188470838090005	4
D008175	Lung Neoplasms	D041781	Jaundice, Obstructive	17.486200425242355	7
D008175	Lung Neoplasms	D017116	Low Back Pain	11.132947160137496	7
D008175	Lung Neoplasms	D008569	Memory Disorders	13.211978468975095	9
D008175	Lung Neoplasms	D005222	Mental Fatigue	3.5851794773265833	1
D008175	Lung Neoplasms	D008607	Mental Retardation	1.810893368145429	2
D008175	Lung Neoplasms	D051346	Mobility Limitation	2.76385710334264	1
D008175	Lung Neoplasms	D009120	Muscle Cramp	2.2425601797093533	1
D008175	Lung Neoplasms	D009123	Muscle Hypotonia	3.3130222694115505	2
D008175	Lung Neoplasms	D009127	Muscle Rigidity	9.607731214071054	4
D008175	Lung Neoplasms	D018908	Muscle Weakness	23.831785960868693	24
D008175	Lung Neoplasms	D009133	Muscular Atrophy	17.52986123512594	12
D008175	Lung Neoplasms	D009155	Mutism	2.922403394642936	1
D008175	Lung Neoplasms	D009207	Myoclonus	10.650425216581986	6
D008175	Lung Neoplasms	D009222	Myotonia	9.16214576219954	3
D008175	Lung Neoplasms	D009325	Nausea	278.99450317021433	245
D008175	Lung Neoplasms	D019547	Neck Pain	3.9175840131574176	2
D008175	Lung Neoplasms	D009437	Neuralgia	6.153256424325438	4
D008175	Lung Neoplasms	D009461	Neurologic Manifestations	2.2381252216107	32
D008175	Lung Neoplasms	D009765	Obesity	10.823197471263683	13
D008175	Lung Neoplasms	D009767	Obesity, Morbid	3.5058799047491203	2
D008175	Lung Neoplasms	D009886	Ophthalmoplegia	14.628319961013908	11
D008175	Lung Neoplasms	D009912	Oral Manifestations	1.865776282847908	1
D008175	Lung Neoplasms	D050177	Overweight	0.8238720995508412	1
D008175	Lung Neoplasms	D010146	Pain	71.14752906423986	216
D008175	Lung Neoplasms	D010148	Pain, Intractable	97.65618519502243	49
D008175	Lung Neoplasms	D010149	Pain, Postoperative	10.067131933598755	6
D008175	Lung Neoplasms	D053591	Pain, Referred	4.003547990270655	1
D008175	Lung Neoplasms	D010243	Paralysis	11.142841682105512	23
D008175	Lung Neoplasms	D020335	Paraparesis	2.2358860726216605	1
D008175	Lung Neoplasms	D020336	Paraparesis, Spastic	6.342407359101019	2
D008175	Lung Neoplasms	D010264	Paraplegia	16.607230687654965	13
D008175	Lung Neoplasms	D010291	Paresis	7.726414702997732	6
D008175	Lung Neoplasms	D010292	Paresthesia	32.59243550759469	24
D008175	Lung Neoplasms	D010468	Perceptual Disorders	1.3860573662141715	1
D008175	Lung Neoplasms	D011141	Polyuria	11.804507034199505	5
D008175	Lung Neoplasms	D020250	Postoperative Nausea and Vomiting	3.420099726967134	1
D008175	Lung Neoplasms	D011507	Proteinuria	19.983644376536827	16
D008175	Lung Neoplasms	D011537	Pruritus	24.921015844190663	17
D008175	Lung Neoplasms	D011595	Psychomotor Agitation	2.2425601797093533	1
D008175	Lung Neoplasms	D011596	Psychomotor Disorders	5.326563966548439	4
D008175	Lung Neoplasms	D011602	Psychophysiologic Disorders	11.860045073227825	8
D008175	Lung Neoplasms	D011693	Purpura	6.379311635574802	6
D008175	Lung Neoplasms	D011695	Purpura, Schoenlein-Henoch	15.985715365956324	8
D008175	Lung Neoplasms	D011696	Purpura, Thrombocytopenic	5.659622082207321	4
D008175	Lung Neoplasms	D016553	Purpura, Thrombocytopenic, Idiopathic	19.338944549569817	10
D008175	Lung Neoplasms	D011697	Purpura, Thrombotic Thrombocytopenic	4.368077216179395	2
D008175	Lung Neoplasms	D011782	Quadriplegia	4.107419008480921	3
D008175	Lung Neoplasms	D012021	Reflex, Abnormal	8.4427856580282	6
D008175	Lung Neoplasms	D012133	Respiratory Paralysis	12.447101288204394	5
D008175	Lung Neoplasms	D012135	Respiratory Sounds	39.34246387851047	24
D008175	Lung Neoplasms	D012585	Sciatica	8.677637192294954	4
D008175	Lung Neoplasms	D012607	Scotoma	7.143620019001941	3
D008175	Lung Neoplasms	D012640	Seizures	19.43883928699252	23
D008175	Lung Neoplasms	D012678	Sensation Disorders	5.149828564074595	15
D008175	Lung Neoplasms	D020069	Shoulder Pain	14.522564316923567	6
D008175	Lung Neoplasms	D012877	Skin Manifestations	9.185358271523363	15
D008175	Lung Neoplasms	D012892	Sleep Deprivation	2.5759122889943233	1
D008175	Lung Neoplasms	D012893	Sleep Disorders	16.422988008562484	11
D008175	Lung Neoplasms	D013035	Spasm	1.3672774715625755	1
D008175	Lung Neoplasms	D013064	Speech Disorders	1.1529165610240042	1
D008175	Lung Neoplasms	D013494	Supranuclear Palsy, Progressive	3.0341474330825515	1
D008175	Lung Neoplasms	D013575	Syncope	13.41802284776777	9
D008175	Lung Neoplasms	D019462	Syncope, Vasovagal	9.547702314602477	3
D008175	Lung Neoplasms	D013651	Taste Disorders	16.63264100633713	7
D008175	Lung Neoplasms	D013746	Tetany	2.3812066730006465	1
D008175	Lung Neoplasms	D013851	Thinness	10.682398439424226	4
D008175	Lung Neoplasms	D014012	Tinnitus	1.9740336225473258	1
D008175	Lung Neoplasms	D015845	Tonic Pupil	15.714051217310965	4
D008175	Lung Neoplasms	D014098	Toothache	2.7305823144577674	1
D008175	Lung Neoplasms	D014103	Torticollis	2.154990922649467	1
D008175	Lung Neoplasms	D014474	Unconsciousness	1.8559456584112928	2
D008175	Lung Neoplasms	D001750	Urinary Bladder, Neurogenic	4.1565142568361555	2
D008175	Lung Neoplasms	D014549	Urinary Incontinence	1.6175293416348633	1
D008175	Lung Neoplasms	D014717	Vertigo	17.558771375063365	11
D008175	Lung Neoplasms	D014770	Virilism	4.454111986346777	2
D008175	Lung Neoplasms	D014786	Vision Disorders	14.596767501094	22
D008175	Lung Neoplasms	D015354	Vision, Low	9.024174120186563	4
D008175	Lung Neoplasms	D014826	Vocal Cord Paralysis	59.633386303558844	30
D008175	Lung Neoplasms	D014832	Voice Disorders	4.99573444402359	3
D008175	Lung Neoplasms	D014839	Vomiting	172.92009641220443	205
D008175	Lung Neoplasms	D014840	Vomiting, Anticipatory	99.89520029178841	22
D008175	Lung Neoplasms	D015430	Weight Gain	19.32696662878868	13
D008175	Lung Neoplasms	D015431	Weight Loss	106.00569340640448	106
D018192	Lymphangioleiomyomatosis	D000006	Abdomen, Acute	1.4376001304795285	1
D018192	Lymphangioleiomyomatosis	D015746	Abdominal Pain	4.24241839073704	5
D018192	Lymphangioleiomyomatosis	D000860	Anoxia	2.0039771434149403	2
D018192	Lymphangioleiomyomatosis	D002637	Chest Pain	2.1991216607129846	2
D018192	Lymphangioleiomyomatosis	D003371	Cough	5.2589166043853295	4
D018192	Lymphangioleiomyomatosis	D004417	Dyspnea	27.14098540156966	27
D018192	Lymphangioleiomyomatosis	D005221	Fatigue	1.1380131555214292	1
D018192	Lymphangioleiomyomatosis	D005335	Fever of Unknown Origin	1.4731549166710445	1
D018192	Lymphangioleiomyomatosis	D006469	Hemoptysis	13.576594908295336	8
D018192	Lymphangioleiomyomatosis	D017699	Pelvic Pain	2.0410781251763237	1
D018192	Lymphangioleiomyomatosis	D011507	Proteinuria	1.248977773533552	1
D018192	Lymphangioleiomyomatosis	D011537	Pruritus	1.4659421084818036	1
D018192	Lymphangioleiomyomatosis	D016553	Purpura, Thrombocytopenic, Idiopathic	3.867788909913964	2
D018192	Lymphangioleiomyomatosis	D012640	Seizures	0.8451669255214139	1
D008478	Mediastinal Emphysema	D000006	Abdomen, Acute	4.312800391438587	3
D008478	Mediastinal Emphysema	D015746	Abdominal Pain	0.8484836781474079	1
D008478	Mediastinal Emphysema	D000787	Angina Pectoris	1.4526833726908572	1
D008478	Mediastinal Emphysema	D000860	Anoxia	3.0059657151224104	3
D008478	Mediastinal Emphysema	D001049	Apnea	3.7531078166834737	2
D008478	Mediastinal Emphysema	D001416	Back Pain	3.440785557538145	3
D008478	Mediastinal Emphysema	D001724	Birth Weight	5.6285237720187995	4
D008478	Mediastinal Emphysema	D001835	Body Weight	0.6859756942895301	2
