MeSH Symptom ID	MeSH Symptom Term	MeSH Disease ID	MeSH Disease Term	TFIDF score	PubMed occurrence
D005483	Flushing	D002312	Cardiomyopathy, Hypertrophic	2.6140121352265933	1
D005483	Flushing	D020215	Carotid Artery, Internal, Dissection	5.2280242704531865	2
D005483	Flushing	D003324	Coronary Artery Disease	10.456048540906373	4
D005483	Flushing	D003327	Coronary Disease	7.842036405679781	3
D005483	Flushing	D003329	Coronary Vasospasm	2.6140121352265933	1
D005483	Flushing	D003371	Cough	2.6140121352265933	1
D005483	Flushing	D003920	Diabetes Mellitus	2.6140121352265933	1
D005483	Flushing	D003922	Diabetes Mellitus, Type 1	15.684072811359561	6
D005483	Flushing	D003924	Diabetes Mellitus, Type 2	62.736291245438245	24
D005483	Flushing	D004417	Dyspnea	10.456048540906373	4
D005483	Flushing	D006973	Hypertension	57.50826697498505	22
D005483	Flushing	D007022	Hypotension	31.368145622719123	12
D005483	Flushing	D007822	Laryngeal Neoplasms	2.6140121352265933	1
D005483	Flushing	D008175	Lung Neoplasms	15.684072811359561	6
D005483	Flushing	D008946	Mitral Valve Stenosis	2.6140121352265933	1
D005483	Flushing	D009203	Myocardial Infarction	5.2280242704531865	2
D005483	Flushing	D017202	Myocardial Ischemia	7.842036405679781	3
D005483	Flushing	D009959	Oropharyngeal Neoplasms	2.6140121352265933	1
D005483	Flushing	D010024	Osteoporosis	5.2280242704531865	2
D005483	Flushing	D015663	Osteoporosis, Postmenopausal	2.6140121352265933	1
D005483	Flushing	D010494	Pericarditis, Constrictive	10.456048540906373	4
D005483	Flushing	D011654	Pulmonary Edema	2.6140121352265933	1
D005483	Flushing	D011928	Raynaud Disease	2.6140121352265933	1
D005483	Flushing	D006255	Rhinitis, Allergic, Seasonal	2.6140121352265933	1
D005483	Flushing	D012893	Sleep Disorders	5.2280242704531865	2
D005683	Gagging	D001145	Arrhythmias, Cardiac	3.73223289528308	1
D005683	Gagging	D001249	Asthma	11.196698685849237	3
D005683	Gagging	D016535	Bronchial Hyperreactivity	3.73223289528308	1
D005683	Gagging	D003371	Cough	11.196698685849237	3
D005683	Gagging	D003550	Cystic Fibrosis	3.73223289528308	1
D005683	Gagging	D003922	Diabetes Mellitus, Type 1	3.73223289528308	1
D005683	Gagging	D015508	Nasal Obstruction	3.73223289528308	1
D005683	Gagging	D020181	Sleep Apnea, Obstructive	7.46446579056616	2
D005683	Gagging	D014826	Vocal Cord Paralysis	3.73223289528308	1
D020235	Gait Apraxia	D003371	Cough	4.127845706948232	1
D020235	Gait Apraxia	D008175	Lung Neoplasms	8.255691413896464	2
D020234	Gait Ataxia	D020215	Carotid Artery, Internal, Dissection	2.8021759676447764	1
D020234	Gait Ataxia	D003139	Common Cold	2.8021759676447764	1
D020234	Gait Ataxia	D006973	Hypertension	2.8021759676447764	1
D020234	Gait Ataxia	D007024	Hypotension, Orthostatic	2.8021759676447764	1
D020234	Gait Ataxia	D008175	Lung Neoplasms	8.406527902934329	3
D020234	Gait Ataxia	D009382	Neoplasms, Unknown Primary	2.8021759676447764	1
D020234	Gait Ataxia	D009765	Obesity	2.8021759676447764	1
D020234	Gait Ataxia	D010019	Osteomyelitis	2.8021759676447764	1
D020234	Gait Ataxia	D012141	Respiratory Tract Infections	2.8021759676447764	1
D020234	Gait Ataxia	D012806	Siderosis	5.604351935289552	2
D020234	Gait Ataxia	D020182	Sleep Apnea, Central	2.8021759676447764	1
D020234	Gait Ataxia	D020217	Vertebral Artery Dissection	2.8021759676447764	1
D020233	Gait Disorders, Neurologic	D001164	Arteriovenous Fistula	6.979062079740008	4
D020233	Gait Disorders, Neurologic	D001172	Arthritis, Rheumatoid	10.468593119610011	6
D020233	Gait Disorders, Neurologic	D001228	Aspergillosis	1.744765519935002	1
D020233	Gait Disorders, Neurologic	D001281	Atrial Fibrillation	1.744765519935002	1
D020233	Gait Disorders, Neurologic	D020215	Carotid Artery, Internal, Dissection	1.744765519935002	1
D020233	Gait Disorders, Neurologic	D003139	Common Cold	1.744765519935002	1
D020233	Gait Disorders, Neurologic	D003371	Cough	1.744765519935002	1
D020233	Gait Disorders, Neurologic	D003920	Diabetes Mellitus	3.489531039870004	2
D020233	Gait Disorders, Neurologic	D003922	Diabetes Mellitus, Type 1	1.744765519935002	1
D020233	Gait Disorders, Neurologic	D003924	Diabetes Mellitus, Type 2	8.72382759967501	5
D020233	Gait Disorders, Neurologic	D008175	Lung Neoplasms	10.468593119610011	6
D020233	Gait Disorders, Neurologic	D009164	Mycobacterium Infections	1.744765519935002	1
D020233	Gait Disorders, Neurologic	D009203	Myocardial Infarction	1.744765519935002	1
D020233	Gait Disorders, Neurologic	D009303	Nasopharyngeal Neoplasms	1.744765519935002	1
D020233	Gait Disorders, Neurologic	D009382	Neoplasms, Unknown Primary	1.744765519935002	1
D020233	Gait Disorders, Neurologic	D009765	Obesity	5.2342965598050055	3
D020233	Gait Disorders, Neurologic	D010003	Osteoarthritis	1.744765519935002	1
D020233	Gait Disorders, Neurologic	D015207	Osteoarthritis, Hip	6.979062079740008	4
D020233	Gait Disorders, Neurologic	D020370	Osteoarthritis, Knee	12.213358639545016	7
D020233	Gait Disorders, Neurologic	D010019	Osteomyelitis	5.2342965598050055	3
D020233	Gait Disorders, Neurologic	D010024	Osteoporosis	8.72382759967501	5
D020233	Gait Disorders, Neurologic	D016491	Peripheral Vascular Diseases	3.489531039870004	2
D020233	Gait Disorders, Neurologic	D010996	Pleural Effusion	1.744765519935002	1
D020233	Gait Disorders, Neurologic	D029424	Pulmonary Disease, Chronic Obstructive	3.489531039870004	2
D020233	Gait Disorders, Neurologic	D012141	Respiratory Tract Infections	1.744765519935002	1
D020233	Gait Disorders, Neurologic	D012806	Siderosis	3.489531039870004	2
D020233	Gait Disorders, Neurologic	D014648	Varicose Veins	3.489531039870004	2
D020233	Gait Disorders, Neurologic	D020246	Venous Thrombosis	1.744765519935002	1
D020233	Gait Disorders, Neurologic	D020217	Vertebral Artery Dissection	1.744765519935002	1
D018589	Gastroparesis	D001145	Arrhythmias, Cardiac	3.2974974048748016	1
D018589	Gastroparesis	D003550	Cystic Fibrosis	6.594994809749602	2
D018589	Gastroparesis	D003920	Diabetes Mellitus	92.32992733649445	28
D018589	Gastroparesis	D003922	Diabetes Mellitus, Type 1	244.0148079607353	74
D018589	Gastroparesis	D003924	Diabetes Mellitus, Type 2	92.32992733649445	28
D018589	Gastroparesis	D016883	Diabetic Ketoacidosis	3.2974974048748016	1
D018589	Gastroparesis	D008175	Lung Neoplasms	6.594994809749602	2
D018589	Gastroparesis	D009203	Myocardial Infarction	6.594994809749602	2
D018589	Gastroparesis	D009765	Obesity	16.487487024374012	5
D018589	Gastroparesis	D012120	Respiration Disorders	3.2974974048748016	1
D018589	Gastroparesis	D012806	Siderosis	3.2974974048748016	1
D005926	Glossalgia	D002177	Candidiasis	8.033240143676014	2
D005926	Glossalgia	D003922	Diabetes Mellitus, Type 1	4.016620071838007	1
D005926	Glossalgia	D014648	Varicose Veins	4.016620071838007	1
D006209	Halitosis	D000196	Actinomycosis	6.482815876447517	2
D006209	Halitosis	D016918	Arthritis, Reactive	3.2414079382237584	1
D006209	Halitosis	D001249	Asthma	3.2414079382237584	1
D006209	Halitosis	D002177	Candidiasis	6.482815876447517	2
D006209	Halitosis	D003371	Cough	3.2414079382237584	1
D006209	Halitosis	D003920	Diabetes Mellitus	3.2414079382237584	1
D006209	Halitosis	D003922	Diabetes Mellitus, Type 1	3.2414079382237584	1
D006209	Halitosis	D003924	Diabetes Mellitus, Type 2	3.2414079382237584	1
D006209	Halitosis	D016883	Diabetic Ketoacidosis	3.2414079382237584	1
D006209	Halitosis	D007827	Laryngitis	3.2414079382237584	1
D006209	Halitosis	D008169	Lung Abscess	3.2414079382237584	1
D006209	Halitosis	D008175	Lung Neoplasms	3.2414079382237584	1
D006209	Halitosis	D009058	Mouth Breathing	3.2414079382237584	1
D006209	Halitosis	D009164	Mycobacterium Infections	3.2414079382237584	1
D006209	Halitosis	D009765	Obesity	3.2414079382237584	1
D006209	Halitosis	D010019	Osteomyelitis	3.2414079382237584	1
D006209	Halitosis	D006255	Rhinitis, Allergic, Seasonal	3.2414079382237584	1
D006209	Halitosis	D012852	Sinusitis	16.207039691118787	5
D006209	Halitosis	D014069	Tonsillitis	19.448447629342546	6
D006212	Hallucinations	D000787	Angina Pectoris	3.4465763686488904	2
D006212	Hallucinations	D001022	Aortic Valve Insufficiency	1.7232881843244452	1
D006212	Hallucinations	D001145	Arrhythmias, Cardiac	10.33972910594667	6
D006212	Hallucinations	D001172	Arthritis, Rheumatoid	1.7232881843244452	1
D006212	Hallucinations	D001228	Aspergillosis	1.7232881843244452	1
D006212	Hallucinations	D001249	Asthma	3.4465763686488904	2
D006212	Hallucinations	D001281	Atrial Fibrillation	1.7232881843244452	1
D006212	Hallucinations	D003139	Common Cold	5.169864552973335	3
D006212	Hallucinations	D003324	Coronary Artery Disease	1.7232881843244452	1
D006212	Hallucinations	D003327	Coronary Disease	1.7232881843244452	1
D006212	Hallucinations	D003329	Coronary Vasospasm	1.7232881843244452	1
D006212	Hallucinations	D003371	Cough	1.7232881843244452	1
D006212	Hallucinations	D003922	Diabetes Mellitus, Type 1	6.893152737297782	4
D006212	Hallucinations	D003924	Diabetes Mellitus, Type 2	5.169864552973335	3
D006212	Hallucinations	D016883	Diabetic Ketoacidosis	1.7232881843244452	1
D006212	Hallucinations	D004417	Dyspnea	3.4465763686488904	2
D006212	Hallucinations	D006073	Gout	1.7232881843244452	1
D006212	Hallucinations	D006333	Heart Failure	3.4465763686488904	2
D006212	Hallucinations	D006973	Hypertension	15.509593658920007	9
D006212	Hallucinations	D006985	Hyperventilation	6.893152737297782	4
D006212	Hallucinations	D007024	Hypotension, Orthostatic	3.4465763686488904	2
D006212	Hallucinations	D007251	Influenza, Human	13.786305474595563	8
D006212	Hallucinations	D008133	Long QT Syndrome	1.7232881843244452	1
D006212	Hallucinations	D008175	Lung Neoplasms	1.7232881843244452	1
D006212	Hallucinations	D008478	Mediastinal Emphysema	1.7232881843244452	1
D006212	Hallucinations	D008944	Mitral Valve Insufficiency	1.7232881843244452	1
D006212	Hallucinations	D009164	Mycobacterium Infections	1.7232881843244452	1
D006212	Hallucinations	D009203	Myocardial Infarction	6.893152737297782	4
D006212	Hallucinations	D009303	Nasopharyngeal Neoplasms	1.7232881843244452	1
D006212	Hallucinations	D009765	Obesity	3.4465763686488904	2
D006212	Hallucinations	D010003	Osteoarthritis	1.7232881843244452	1
D006212	Hallucinations	D020370	Osteoarthritis, Knee	1.7232881843244452	1
D006212	Hallucinations	D016491	Peripheral Vascular Diseases	1.7232881843244452	1
D006212	Hallucinations	D010996	Pleural Effusion	1.7232881843244452	1
D006212	Hallucinations	D018410	Pneumonia, Bacterial	1.7232881843244452	1
D006212	Hallucinations	D011020	Pneumonia, Pneumocystis	1.7232881843244452	1
D006212	Hallucinations	D011081	Polychondritis, Relapsing	1.7232881843244452	1
D006212	Hallucinations	D011111	Polymyalgia Rheumatica	1.7232881843244452	1
D006212	Hallucinations	D011654	Pulmonary Edema	3.4465763686488904	2
D006212	Hallucinations	D012120	Respiration Disorders	3.4465763686488904	2
D006212	Hallucinations	D012131	Respiratory Insufficiency	1.7232881843244452	1
D006212	Hallucinations	D012141	Respiratory Tract Infections	5.169864552973335	3
D006212	Hallucinations	D012852	Sinusitis	5.169864552973335	3
D006212	Hallucinations	D020181	Sleep Apnea, Obstructive	3.4465763686488904	2
D006212	Hallucinations	D012893	Sleep Disorders	94.78085013784448	55
D006212	Hallucinations	D013174	Sporotrichosis	1.7232881843244452	1
D006212	Hallucinations	D014123	Toxoplasmosis	3.4465763686488904	2
D006212	Hallucinations	D014376	Tuberculosis	3.4465763686488904	2
D006212	Hallucinations	D014397	Tuberculosis, Pulmonary	3.4465763686488904	2
D006212	Hallucinations	D014693	Ventricular Fibrillation	1.7232881843244452	1
D006261	Headache	D000196	Actinomycosis	2.653692764135672	3
D006261	Headache	D000787	Angina Pectoris	50.420162518577754	57
D006261	Headache	D001014	Aortic Aneurysm	4.422821273559453	5
D006261	Headache	D017544	Aortic Aneurysm, Abdominal	0.8845642547118906	1
D006261	Headache	D017545	Aortic Aneurysm, Thoracic	3.5382570188475624	4
D006261	Headache	D001145	Arrhythmias, Cardiac	9.730206801830796	11
D006261	Headache	D001164	Arteriovenous Fistula	20.344977858373486	23
D006261	Headache	D001172	Arthritis, Rheumatoid	43.34364848088264	49
D006261	Headache	D001228	Aspergillosis	7.076514037695126	8
D006261	Headache	D001249	Asthma	43.34364848088264	49
D006261	Headache	D001250	Asthma, Exercise-Induced	0.8845642547118906	1
D006261	Headache	D001281	Atrial Fibrillation	1.7691285094237812	2
D006261	Headache	D016535	Bronchial Hyperreactivity	1.7691285094237812	2
D006261	Headache	D001987	Bronchiectasis	0.8845642547118906	1
D006261	Headache	D001991	Bronchitis	4.422821273559453	5
D006261	Headache	D002177	Candidiasis	2.653692764135672	3
D006261	Headache	D009202	Cardiomyopathies	0.8845642547118906	1
D006261	Headache	D002311	Cardiomyopathy, Dilated	0.8845642547118906	1
D006261	Headache	D002312	Cardiomyopathy, Hypertrophic	2.653692764135672	3
D006261	Headache	D020215	Carotid Artery, Internal, Dissection	48.651034009153975	55
D006261	Headache	D003047	Coccidioidomycosis	0.8845642547118906	1
D006261	Headache	D003139	Common Cold	17.691285094237813	20
D006261	Headache	D003324	Coronary Artery Disease	30.959748914916172	35
D006261	Headache	D003327	Coronary Disease	30.075184660204282	34
D006261	Headache	D003329	Coronary Vasospasm	2.653692764135672	3
D006261	Headache	D003371	Cough	32.72887742433995	37
D006261	Headache	D003453	Cryptococcosis	7.9610782924070165	9
D006261	Headache	D003550	Cystic Fibrosis	3.5382570188475624	4
D006261	Headache	D003920	Diabetes Mellitus	5.307385528271342	6
D006261	Headache	D003922	Diabetes Mellitus, Type 1	7.9610782924070165	9
D006261	Headache	D003924	Diabetes Mellitus, Type 2	7.076514037695126	8
D006261	Headache	D003926	Diabetic Coma	0.8845642547118906	1
D006261	Headache	D016883	Diabetic Ketoacidosis	2.653692764135672	3
D006261	Headache	D004417	Dyspnea	7.9610782924070165	9
D006261	Headache	D004695	Endocardial Fibroelastosis	0.8845642547118906	1
D006261	Headache	D004696	Endocarditis	1.7691285094237812	2
D006261	Headache	D004844	Epistaxis	3.5382570188475624	4
D006261	Headache	D006073	Gout	3.5382570188475624	4
D006261	Headache	D006333	Heart Failure	8.845642547118906	10
D006261	Headache	D006344	Heart Septal Defects, Atrial	1.7691285094237812	2
D006261	Headache	D006469	Hemoptysis	1.7691285094237812	2
D006261	Headache	D006660	Histoplasmosis	0.8845642547118906	1
D006261	Headache	D006973	Hypertension	260.9464551400077	295
D006261	Headache	D006976	Hypertension, Pulmonary	6.191949782983234	7
D006261	Headache	D006985	Hyperventilation	5.307385528271342	6
D006261	Headache	D007012	Hypopharyngeal Neoplasms	0.8845642547118906	1
D006261	Headache	D007022	Hypotension	18.575849348949703	21
D006261	Headache	D007024	Hypotension, Orthostatic	12.383899565966468	14
D006261	Headache	D054990	Idiopathic Pulmonary Fibrosis	2.653692764135672	3
D006261	Headache	D007251	Influenza, Human	15.037592330102141	17
D006261	Headache	D007822	Laryngeal Neoplasms	1.7691285094237812	2
D006261	Headache	D008133	Long QT Syndrome	0.8845642547118906	1
D006261	Headache	D008175	Lung Neoplasms	21.22954211308537	24
D006261	Headache	D008944	Mitral Valve Insufficiency	0.8845642547118906	1
D006261	Headache	D009181	Mycoses	7.076514037695126	8
D006261	Headache	D009203	Myocardial Infarction	18.575849348949703	21
D006261	Headache	D017202	Myocardial Ischemia	14.153028075390251	16
D006261	Headache	D009205	Myocarditis	0.8845642547118906	1
D006261	Headache	D015508	Nasal Obstruction	9.730206801830796	11
D006261	Headache	D009298	Nasal Polyps	5.307385528271342	6
D006261	Headache	D009303	Nasopharyngeal Neoplasms	7.9610782924070165	9
D006261	Headache	D009362	Neoplasm Metastasis	6.191949782983234	7
D006261	Headache	D009382	Neoplasms, Unknown Primary	1.7691285094237812	2
D006261	Headache	D009617	Nocardia Infections	7.076514037695126	8
D006261	Headache	D009765	Obesity	22.99867062250916	26
D006261	Headache	D010003	Osteoarthritis	13.26846382067836	15
D006261	Headache	D020370	Osteoarthritis, Knee	0.8845642547118906	1
D006261	Headache	D010019	Osteomyelitis	13.26846382067836	15
D006261	Headache	D010024	Osteoporosis	2.653692764135672	3
D006261	Headache	D015663	Osteoporosis, Postmenopausal	0.8845642547118906	1
D006261	Headache	D016491	Peripheral Vascular Diseases	0.8845642547118906	1
D006261	Headache	D010996	Pleural Effusion	1.7691285094237812	2
D006261	Headache	D010998	Pleurisy	1.7691285094237812	2
D006261	Headache	D018410	Pneumonia, Bacterial	1.7691285094237812	2
D006261	Headache	D011020	Pneumonia, Pneumocystis	0.8845642547118906	1
D006261	Headache	D011081	Polychondritis, Relapsing	0.8845642547118906	1
D006261	Headache	D011111	Polymyalgia Rheumatica	14.153028075390251	16
D006261	Headache	D029424	Pulmonary Disease, Chronic Obstructive	1.7691285094237812	2
D006261	Headache	D011654	Pulmonary Edema	8.845642547118906	10
D006261	Headache	D011655	Pulmonary Embolism	2.653692764135672	3
D006261	Headache	D011656	Pulmonary Emphysema	0.8845642547118906	1
D006261	Headache	D011657	Pulmonary Eosinophilia	1.7691285094237812	2
D006261	Headache	D017564	Radiation Pneumonitis	0.8845642547118906	1
D006261	Headache	D011928	Raynaud Disease	3.5382570188475624	4
D006261	Headache	D012120	Respiration Disorders	2.653692764135672	3
D006261	Headache	D012128	Respiratory Distress Syndrome, Adult	0.8845642547118906	1
D006261	Headache	D012131	Respiratory Insufficiency	10.614771056542684	12
D006261	Headache	D012141	Respiratory Tract Infections	8.845642547118906	10
D006261	Headache	D017703	Retropharyngeal Abscess	0.8845642547118906	1
D006261	Headache	D006255	Rhinitis, Allergic, Seasonal	20.344977858373486	23
D006261	Headache	D017565	Sarcoidosis, Pulmonary	1.7691285094237812	2
D006261	Headache	D045169	Severe Acute Respiratory Syndrome	1.7691285094237812	2
D006261	Headache	D012806	Siderosis	7.076514037695126	8
D006261	Headache	D012829	Silicosis	0.8845642547118906	1
D006261	Headache	D012852	Sinusitis	92.87924674474851	105
D006261	Headache	D020182	Sleep Apnea, Central	1.7691285094237812	2
D006261	Headache	D020181	Sleep Apnea, Obstructive	15.922156584814033	18
D006261	Headache	D012893	Sleep Disorders	57.49667655627289	65
D006261	Headache	D016706	Still's Disease, Adult-Onset	0.8845642547118906	1
D006261	Headache	D014069	Tonsillitis	3.5382570188475624	4
D006261	Headache	D014123	Toxoplasmosis	3.5382570188475624	4
D006261	Headache	D014134	Tracheal Neoplasms	0.8845642547118906	1
D006261	Headache	D014376	Tuberculosis	3.5382570188475624	4
D006261	Headache	D014397	Tuberculosis, Pulmonary	19.460413603661593	22
D006261	Headache	D014648	Varicose Veins	0.8845642547118906	1
D006261	Headache	D054556	Venous Thromboembolism	0.8845642547118906	1
D006261	Headache	D020246	Venous Thrombosis	34.498005933763736	39
D006261	Headache	D018879	Ventricular Premature Complexes	0.8845642547118906	1
D006261	Headache	D020217	Vertebral Artery Dissection	30.075184660204282	34
D006261	Headache	D014826	Vocal Cord Paralysis	0.8845642547118906	1
D006261	Headache	D014917	Whooping Cough	1.7691285094237812	2
D006311	Hearing Disorders	D000196	Actinomycosis	0.7350165749565932	1
D006311	Hearing Disorders	D001014	Aortic Aneurysm	1.4700331499131865	2
D006311	Hearing Disorders	D017545	Aortic Aneurysm, Thoracic	0.7350165749565932	1
D006311	Hearing Disorders	D001022	Aortic Valve Insufficiency	0.7350165749565932	1
D006311	Hearing Disorders	D001024	Aortic Valve Stenosis	1.4700331499131865	2
D006311	Hearing Disorders	D001145	Arrhythmias, Cardiac	1.4700331499131865	2
D006311	Hearing Disorders	D001164	Arteriovenous Fistula	0.7350165749565932	1
D006311	Hearing Disorders	D001172	Arthritis, Rheumatoid	8.820198899479117	12
D006311	Hearing Disorders	D001249	Asthma	0.7350165749565932	1
D006311	Hearing Disorders	D001281	Atrial Fibrillation	0.7350165749565932	1
D006311	Hearing Disorders	D002311	Cardiomyopathy, Dilated	0.7350165749565932	1
D006311	Hearing Disorders	D018376	Cardiovascular Abnormalities	0.7350165749565932	1
D006311	Hearing Disorders	D003139	Common Cold	6.615149174609339	9
D006311	Hearing Disorders	D003324	Coronary Artery Disease	1.4700331499131865	2
D006311	Hearing Disorders	D003327	Coronary Disease	1.4700331499131865	2
D006311	Hearing Disorders	D003550	Cystic Fibrosis	11.025248624348901	15
D006311	Hearing Disorders	D003920	Diabetes Mellitus	8.085182324522526	11
D006311	Hearing Disorders	D003922	Diabetes Mellitus, Type 1	16.17036464904505	22
D006311	Hearing Disorders	D003924	Diabetes Mellitus, Type 2	5.880132599652746	8
D006311	Hearing Disorders	D004696	Endocarditis	0.7350165749565932	1
D006311	Hearing Disorders	D006333	Heart Failure	0.7350165749565932	1
D006311	Hearing Disorders	D006973	Hypertension	8.085182324522526	11
D006311	Hearing Disorders	D006976	Hypertension, Pulmonary	0.7350165749565932	1
D006311	Hearing Disorders	D007022	Hypotension	1.4700331499131865	2
D006311	Hearing Disorders	D007024	Hypotension, Orthostatic	0.7350165749565932	1
D006311	Hearing Disorders	D007251	Influenza, Human	4.410099449739558	6
D006311	Hearing Disorders	D007822	Laryngeal Neoplasms	0.7350165749565932	1
D006311	Hearing Disorders	D008133	Long QT Syndrome	1.4700331499131865	2
D006311	Hearing Disorders	D008175	Lung Neoplasms	0.7350165749565932	1
D006311	Hearing Disorders	D009181	Mycoses	2.20504972486978	3
D006311	Hearing Disorders	D009203	Myocardial Infarction	0.7350165749565932	1
D006311	Hearing Disorders	D015508	Nasal Obstruction	0.7350165749565932	1
D006311	Hearing Disorders	D009298	Nasal Polyps	0.7350165749565932	1
D006311	Hearing Disorders	D009303	Nasopharyngeal Neoplasms	11.760265199305492	16
D006311	Hearing Disorders	D009765	Obesity	3.6750828747829662	5
D006311	Hearing Disorders	D010003	Osteoarthritis	0.7350165749565932	1
D006311	Hearing Disorders	D010018	Osteomalacia	0.7350165749565932	1
D006311	Hearing Disorders	D010019	Osteomyelitis	0.7350165749565932	1
D006311	Hearing Disorders	D010024	Osteoporosis	2.20504972486978	3
D006311	Hearing Disorders	D018410	Pneumonia, Bacterial	0.7350165749565932	1
D006311	Hearing Disorders	D011020	Pneumonia, Pneumocystis	0.7350165749565932	1
D006311	Hearing Disorders	D011081	Polychondritis, Relapsing	1.4700331499131865	2
D006311	Hearing Disorders	D011655	Pulmonary Embolism	0.7350165749565932	1
D006311	Hearing Disorders	D011666	Pulmonary Valve Stenosis	1.4700331499131865	2
D006311	Hearing Disorders	D011928	Raynaud Disease	2.940066299826373	4
D006311	Hearing Disorders	D012120	Respiration Disorders	0.7350165749565932	1
D006311	Hearing Disorders	D012127	Respiratory Distress Syndrome, Newborn	1.4700331499131865	2
D006311	Hearing Disorders	D012131	Respiratory Insufficiency	0.7350165749565932	1
D006311	Hearing Disorders	D012141	Respiratory Tract Infections	6.615149174609339	9
D006311	Hearing Disorders	D006255	Rhinitis, Allergic, Seasonal	2.20504972486978	3
D006311	Hearing Disorders	D012806	Siderosis	2.940066299826373	4
D006311	Hearing Disorders	D012829	Silicosis	0.7350165749565932	1
D006311	Hearing Disorders	D012852	Sinusitis	3.6750828747829662	5
D006311	Hearing Disorders	D020181	Sleep Apnea, Obstructive	0.7350165749565932	1
D006311	Hearing Disorders	D012893	Sleep Disorders	1.4700331499131865	2
D006311	Hearing Disorders	D013586	Synovitis, Pigmented Villonodular	0.7350165749565932	1
D006311	Hearing Disorders	D014069	Tonsillitis	0.7350165749565932	1
D006311	Hearing Disorders	D014123	Toxoplasmosis	6.615149174609339	9
D006311	Hearing Disorders	D014376	Tuberculosis	2.20504972486978	3
D006311	Hearing Disorders	D014397	Tuberculosis, Pulmonary	16.17036464904505	22
D006311	Hearing Disorders	D014826	Vocal Cord Paralysis	0.7350165749565932	1
D034381	Hearing Loss	D000196	Actinomycosis	0.8035505446228293	1
D034381	Hearing Loss	D001145	Arrhythmias, Cardiac	0.8035505446228293	1
D034381	Hearing Loss	D001172	Arthritis, Rheumatoid	8.839055990851124	11
D034381	Hearing Loss	D001228	Aspergillosis	0.8035505446228293	1
D034381	Hearing Loss	D001249	Asthma	1.6071010892456583	2
D034381	Hearing Loss	D006332	Cardiomegaly	0.8035505446228293	1
D034381	Hearing Loss	D003139	Common Cold	2.4106516338684885	3
D034381	Hearing Loss	D003324	Coronary Artery Disease	0.8035505446228293	1
D034381	Hearing Loss	D003327	Coronary Disease	0.8035505446228293	1
D034381	Hearing Loss	D003453	Cryptococcosis	1.6071010892456583	2
D034381	Hearing Loss	D003550	Cystic Fibrosis	10.446157080096778	13
D034381	Hearing Loss	D003920	Diabetes Mellitus	6.428404356982634	8
D034381	Hearing Loss	D003922	Diabetes Mellitus, Type 1	8.839055990851124	11
D034381	Hearing Loss	D003924	Diabetes Mellitus, Type 2	14.463909803210926	18
D034381	Hearing Loss	D004844	Epistaxis	0.8035505446228293	1
D034381	Hearing Loss	D006073	Gout	0.8035505446228293	1
D034381	Hearing Loss	D006973	Hypertension	4.017752723114147	5
D034381	Hearing Loss	D006985	Hyperventilation	1.6071010892456583	2
D034381	Hearing Loss	D007022	Hypotension	2.4106516338684885	3
D034381	Hearing Loss	D007822	Laryngeal Neoplasms	0.8035505446228293	1
D034381	Hearing Loss	D007827	Laryngitis	1.6071010892456583	2
D034381	Hearing Loss	D008175	Lung Neoplasms	0.8035505446228293	1
D034381	Hearing Loss	D008478	Mediastinal Emphysema	0.8035505446228293	1
D034381	Hearing Loss	D009203	Myocardial Infarction	0.8035505446228293	1
D034381	Hearing Loss	D015508	Nasal Obstruction	0.8035505446228293	1
D034381	Hearing Loss	D009298	Nasal Polyps	1.6071010892456583	2
D034381	Hearing Loss	D009303	Nasopharyngeal Neoplasms	12.053258169342437	15
D034381	Hearing Loss	D009304	Nasopharyngitis	1.6071010892456583	2
D034381	Hearing Loss	D009362	Neoplasm Metastasis	0.8035505446228293	1
D034381	Hearing Loss	D009765	Obesity	0.8035505446228293	1
D034381	Hearing Loss	D010003	Osteoarthritis	0.8035505446228293	1
D034381	Hearing Loss	D010018	Osteomalacia	0.8035505446228293	1
D034381	Hearing Loss	D010024	Osteoporosis	0.8035505446228293	1
D034381	Hearing Loss	D011081	Polychondritis, Relapsing	2.4106516338684885	3
D034381	Hearing Loss	D011666	Pulmonary Valve Stenosis	0.8035505446228293	1
D034381	Hearing Loss	D011928	Raynaud Disease	1.6071010892456583	2
D034381	Hearing Loss	D012141	Respiratory Tract Infections	1.6071010892456583	2
D034381	Hearing Loss	D012806	Siderosis	0.8035505446228293	1
D034381	Hearing Loss	D020181	Sleep Apnea, Obstructive	0.8035505446228293	1
D034381	Hearing Loss	D012893	Sleep Disorders	1.6071010892456583	2
D034381	Hearing Loss	D013586	Synovitis, Pigmented Villonodular	0.8035505446228293	1
D034381	Hearing Loss	D014069	Tonsillitis	0.8035505446228293	1
D034381	Hearing Loss	D014376	Tuberculosis	4.017752723114147	5
D034381	Hearing Loss	D014397	Tuberculosis, Pulmonary	3.214202178491317	4
D034381	Hearing Loss	D020246	Venous Thrombosis	1.6071010892456583	2
D034381	Hearing Loss	D020217	Vertebral Artery Dissection	0.8035505446228293	1
D034381	Hearing Loss	D014826	Vocal Cord Paralysis	1.6071010892456583	2
D006312	Hearing Loss, Bilateral	D001014	Aortic Aneurysm	2.2117885210426	1
D006312	Hearing Loss, Bilateral	D001172	Arthritis, Rheumatoid	11.058942605212998	5
D006312	Hearing Loss, Bilateral	D002312	Cardiomyopathy, Hypertrophic	2.2117885210426	1
