CasRN	ChemicalName	DiseaseID	DiseaseName	Score
64-86-8	Colchicine	D006073	Gout	0.0
50925-79-6	Colestipol	D003324	Coronary Artery Disease	0.0
138605-00-2	Colforsin	D001145	Arrhythmias, Cardiac	0.0
138605-00-2	Colforsin	D007022	Hypotension	0.0
1066-17-7	Colistin	D003550	Cystic Fibrosis	0.0
1066-17-7	Colistin	D010019	Osteomyelitis	0.0
7440-50-8	Copper	D006332	Cardiomegaly	0.0
7440-50-8	Copper	D002312	Cardiomyopathy, Hypertrophic	0.0
7440-50-8	Copper	D006333	Heart Failure	0.0
23094-69-1	corilagin	D006332	Cardiomegaly	0.0
50-22-6	Corticosterone	D007022	Hypotension	0.0
96118-75-1	corticotropin releasing hormone (9-41)	D007022	Hypotension	0.0
91-64-5	coumarin	D003924	Diabetes Mellitus, Type 2	0.0
6903-79-3	creatinol phosphate	D009202	Cardiomyopathies	0.0
6903-79-3	creatinol phosphate	D014693	Ventricular Fibrillation	0.0
42553-65-1	crocin	D050197	Atherosclerosis	0.0
42553-65-1	crocin	D006332	Cardiomegaly	0.0
42553-65-1	crocin	D009202	Cardiomyopathies	0.0
42553-65-1	crocin	D007022	Hypotension	0.0
42553-65-1	crocin	D008133	Long QT Syndrome	0.0
94470-67-4	Cromakalim	D001145	Arrhythmias, Cardiac	0.0
94470-67-4	Cromakalim	D006973	Hypertension	0.0
15826-37-6	Cromolyn Sodium	D001249	Asthma	0.0
15826-37-6	Cromolyn Sodium	D006332	Cardiomegaly	0.0
15826-37-6	Cromolyn Sodium	D009202	Cardiomyopathies	0.0
15826-37-6	Cromolyn Sodium	D009765	Obesity	0.0
142-71-2	cupric acetate	D050197	Atherosclerosis	0.0
458-37-7	Curcumin	D001172	Arthritis, Rheumatoid	0.0
458-37-7	Curcumin	D050197	Atherosclerosis	0.0
458-37-7	Curcumin	D006332	Cardiomegaly	0.0
458-37-7	Curcumin	D009202	Cardiomyopathies	0.0
458-37-7	Curcumin	D002312	Cardiomyopathy, Hypertrophic	0.0
458-37-7	Curcumin	D003924	Diabetes Mellitus, Type 2	0.0
458-37-7	Curcumin	D006973	Hypertension	0.0
458-37-7	Curcumin	D008175	Lung Neoplasms	0.0
458-37-7	Curcumin	D009203	Myocardial Infarction	0.0
458-37-7	Curcumin	D017202	Myocardial Ischemia	0.0
458-37-7	Curcumin	D009205	Myocarditis	0.0
458-37-7	Curcumin	D009765	Obesity	0.0
458-37-7	Curcumin	D010003	Osteoarthritis	0.0
458-37-7	Curcumin	D010024	Osteoporosis	0.0
458-37-7	Curcumin	D011654	Pulmonary Edema	0.0
458-37-7	Curcumin	D011656	Pulmonary Emphysema	0.0
458-37-7	Curcumin	D012128	Respiratory Distress Syndrome	0.0
458-37-7	Curcumin	D012131	Respiratory Insufficiency	0.0
420-04-2	Cyanamide	D007022	Hypotension	0.0
60-92-4	Cyclic AMP	D001249	Asthma	0.0
4449-51-8	cyclopamine	D008175	Lung Neoplasms	0.0
742-20-1	Cyclopenthiazide	D006333	Heart Failure	0.0
742-20-1	Cyclopenthiazide	D006973	Hypertension	0.0
50-18-0	Cyclophosphamide	D001172	Arthritis, Rheumatoid	0.0
50-18-0	Cyclophosphamide	D008175	Lung Neoplasms	0.0
50-18-0	Cyclophosphamide	D009362	Neoplasm Metastasis	0.0
50-18-0	Cyclophosphamide	D020246	Venous Thrombosis	0.0
68-41-7	Cycloserine	D014376	Tuberculosis	0.0
68-41-7	Cycloserine	D014397	Tuberculosis, Pulmonary	0.0
59865-13-3	Cyclosporine	D001172	Arthritis, Rheumatoid	0.0
59865-13-3	Cyclosporine	D009202	Cardiomyopathies	0.0
2259-96-3	cyclothiazide	D006973	Hypertension	0.0
860-79-7	cyclovirobuxine D	D001145	Arrhythmias, Cardiac	0.0
860-79-7	cyclovirobuxine D	D001281	Atrial Fibrillation	0.0
129-03-3	Cyproheptadine	D001022	Aortic Valve Insufficiency	0.0
129-03-3	Cyproheptadine	D006973	Hypertension	0.0
129-03-3	Cyproheptadine	D007022	Hypotension	0.0
60-23-1	Cysteamine	D009362	Neoplasm Metastasis	0.0
147-94-4	Cytarabine	D009362	Neoplasm Metastasis	0.0
4342-03-4	Dacarbazine	D009362	Neoplasm Metastasis	0.0
486-66-8	daidzein	D003924	Diabetes Mellitus, Type 2	0.0
486-66-8	daidzein	D006973	Hypertension	0.0
486-66-8	daidzein	D014693	Ventricular Fibrillation	0.0
83513-48-8	danaparoid	D020246	Venous Thrombosis	0.0
17230-88-5	Danazol	D011656	Pulmonary Emphysema	0.0
7261-97-4	Dantrolene	D009202	Cardiomyopathies	0.0
7261-97-4	Dantrolene	D017180	Tachycardia, Ventricular	0.0
80-08-0	Dapsone	D011020	Pneumonia, Pneumocystis	0.0
80-08-0	Dapsone	D014123	Toxoplasmosis	0.0
103060-53-3	Daptomycin	D010019	Osteomyelitis	0.0
20830-81-3	Daunorubicin	D009202	Cardiomyopathies	0.0
524-17-4	dauricine	D001145	Arrhythmias, Cardiac	0.0
133360-41-5	davallialactone	D009765	Obesity	0.0
78218-09-4	dazoxiben	D006976	Hypertension, Pulmonary	0.0
78218-09-4	dazoxiben	D011654	Pulmonary Edema	0.0
35231-36-8	deacetylmoxisylyte	D007022	Hypotension	0.0
16679-58-6	Deamino Arginine Vasopressin	D003550	Cystic Fibrosis	0.0
1131-64-2	Debrisoquin	D006973	Hypertension	0.0
2353-33-5	Decitabine	D001249	Asthma	0.0
2353-33-5	Decitabine	D004417	Dyspnea	0.0
2353-33-5	Decitabine	D008175	Lung Neoplasms	0.0
30652-11-0	Deferiprone	D009202	Cardiomyopathies	0.0
70-51-9	Deferoxamine	D009202	Cardiomyopathies	0.0
522-17-8	deguelin	D008175	Lung Neoplasms	0.0
522-17-8	deguelin	D009362	Neoplasm Metastasis	0.0
53-43-0	Dehydroepiandrosterone	D006973	Hypertension	0.0
53-43-0	Dehydroepiandrosterone	D015663	Osteoporosis, Postmenopausal	0.0
83435-67-0	delapril	D006973	Hypertension	0.0
13270-61-6	delphinidin	D050197	Atherosclerosis	0.0
127-33-3	Demeclocycline	D001991	Bronchitis	0.0
71771-90-9	denopamine	D006333	Heart Failure	0.0
154-17-6	Deoxyglucose	D008175	Lung Neoplasms	0.0
51481-10-8	deoxynivalenol	D009765	Obesity	0.0
50-47-5	Desipramine	D007022	Hypotension	0.0
50-47-5	Desipramine	D012893	Sleep Wake Disorders	0.0
64-85-7	Desoxycorticosterone	D006973	Hypertension	0.0
50-02-2	Dexamethasone	D001172	Arthritis, Rheumatoid	0.0
50-02-2	Dexamethasone	D001249	Asthma	0.0
50-02-2	Dexamethasone	D016535	Bronchial Hyperreactivity	0.0
50-02-2	Dexamethasone	D009202	Cardiomyopathies	0.0
50-02-2	Dexamethasone	D006333	Heart Failure	0.0
50-02-2	Dexamethasone	D006973	Hypertension	0.0
50-02-2	Dexamethasone	D007022	Hypotension	0.0
50-02-2	Dexamethasone	D007829	Laryngostenosis	0.0
50-02-2	Dexamethasone	D008175	Lung Neoplasms	0.0
50-02-2	Dexamethasone	D015508	Nasal Obstruction	0.0
50-02-2	Dexamethasone	D010490	Pericardial Effusion	0.0
50-02-2	Dexamethasone	D010996	Pleural Effusion	0.0
50-02-2	Dexamethasone	D011654	Pulmonary Edema	0.0
50-02-2	Dexamethasone	D011657	Pulmonary Eosinophilia	0.0
50-02-2	Dexamethasone	D012120	Respiration Disorders	0.0
50-02-2	Dexamethasone	D012128	Respiratory Distress Syndrome	0.0
50-02-2	Dexamethasone	D012127	Respiratory Distress Syndrome, Newborn	0.0
21888-98-2	Dexetimide	D006973	Hypertension	0.0
3239-44-9	Dexfenfluramine	D003924	Diabetes Mellitus, Type 2	0.0
3239-44-9	Dexfenfluramine	D006973	Hypertension	0.0
3239-44-9	Dexfenfluramine	D009765	Obesity	0.0
113775-47-6	Dexmedetomidine	D001145	Arrhythmias, Cardiac	0.0
113775-47-6	Dexmedetomidine	D009203	Myocardial Infarction	0.0
113775-47-6	Dexmedetomidine	D017202	Myocardial Ischemia	0.0
113775-47-6	Dexmedetomidine	D011654	Pulmonary Edema	0.0
9004-54-0	Dextrans	D007022	Hypotension	0.0
9004-54-0	Dextrans	D020246	Venous Thrombosis	0.0
125-71-3	Dextromethorphan	D050197	Atherosclerosis	0.0
125-71-3	Dextromethorphan	D003371	Cough	0.0
125-71-3	Dextromethorphan	D012128	Respiratory Distress Syndrome	0.0
125-73-5	Dextrorphan	D003371	Cough	0.0
28197-69-5	diacetolol	D001145	Arrhythmias, Cardiac	0.0
2050-87-5	diallyl trisulfide	D001145	Arrhythmias, Cardiac	0.0
2050-87-5	diallyl trisulfide	D009202	Cardiomyopathies	0.0
2050-87-5	diallyl trisulfide	D009362	Neoplasm Metastasis	0.0
439-14-5	Diazepam	D000787	Angina Pectoris	0.0
439-14-5	Diazepam	D006973	Hypertension	0.0
439-14-5	Diazepam	D012131	Respiratory Insufficiency	0.0
364-98-7	Diazoxide	D006332	Cardiomegaly	0.0
364-98-7	Diazoxide	D006973	Hypertension	0.0
364-98-7	Diazoxide	D006976	Hypertension, Pulmonary	0.0
19395-87-0	Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide	D006973	Hypertension	0.0
2786-08-5	dibenzothiophene-4-carboxylic acid	D010024	Osteoporosis	0.0
15307-86-5	Diclofenac	D015535	Arthritis, Psoriatic	0.0
15307-86-5	Diclofenac	D001172	Arthritis, Rheumatoid	0.0
15307-86-5	Diclofenac	D006073	Gout	0.0
15307-86-5	Diclofenac	D010003	Osteoarthritis	0.0
66-76-2	Dicumarol	D009203	Myocardial Infarction	0.0
66-76-2	Dicumarol	D011655	Pulmonary Embolism	0.0
69655-05-6	Didanosine	D011020	Pneumonia, Pneumocystis	0.0
90-89-1	Diethylcarbamazine	D006973	Hypertension	0.0
117-81-7	Diethylhexyl Phthalate	D009765	Obesity	0.0
90-84-6	Diethylpropion	D009765	Obesity	0.0
56-53-1	Diethylstilbestrol	D006973	Hypertension	0.0
22494-42-4	Diflunisal	D010003	Osteoarthritis	0.0
21626-89-1	diftalone	D001172	Arthritis, Rheumatoid	0.0
752-61-4	digitalin	D001281	Atrial Fibrillation	0.0
71-63-6	Digitoxin	D001281	Atrial Fibrillation	0.0
71-63-6	Digitoxin	D018880	Atrial Premature Complexes	0.0
71-63-6	Digitoxin	D006332	Cardiomegaly	0.0
71-63-6	Digitoxin	D006333	Heart Failure	0.0
71-63-6	Digitoxin	D006973	Hypertension	0.0
71-63-6	Digitoxin	D013617	Tachycardia, Supraventricular	0.0
20830-75-5	Digoxin	D000787	Angina Pectoris	0.0
20830-75-5	Digoxin	D001145	Arrhythmias, Cardiac	0.0
20830-75-5	Digoxin	D001281	Atrial Fibrillation	0.0
20830-75-5	Digoxin	D009202	Cardiomyopathies	0.0
20830-75-5	Digoxin	D002311	Cardiomyopathy, Dilated	0.0
20830-75-5	Digoxin	D003324	Coronary Artery Disease	0.0
20830-75-5	Digoxin	D006333	Heart Failure	0.0
20830-75-5	Digoxin	D006973	Hypertension	0.0
20830-75-5	Digoxin	D008944	Mitral Valve Insufficiency	0.0
20830-75-5	Digoxin	D011654	Pulmonary Edema	0.0
20830-75-5	Digoxin	D013617	Tachycardia, Supraventricular	0.0
484-23-1	Dihydralazine	D002311	Cardiomyopathy, Dilated	0.0
484-23-1	Dihydralazine	D006333	Heart Failure	0.0
484-23-1	Dihydralazine	D006973	Hypertension	0.0
125-28-0	dihydrocodeine	D003371	Cough	0.0
125-28-0	dihydrocodeine	D010003	Osteoarthritis	0.0
17479-19-5	Dihydroergocristine	D006973	Hypertension	0.0
17479-19-5	Dihydroergocristine	D007022	Hypotension	0.0
511-12-6	Dihydroergotamine	D007022	Hypotension	0.0
511-12-6	Dihydroergotamine	D007024	Hypotension, Orthostatic	0.0
511-12-6	Dihydroergotamine	D020246	Venous Thrombosis	0.0
11032-41-0	Dihydroergotoxine	D006973	Hypertension	0.0
5490-27-7	Dihydrostreptomycin Sulfate	D014397	Tuberculosis, Pulmonary	0.0
42399-41-7	Diltiazem	D000787	Angina Pectoris	0.0
42399-41-7	Diltiazem	D000789	Angina, Unstable	0.0
42399-41-7	Diltiazem	D001145	Arrhythmias, Cardiac	0.0
42399-41-7	Diltiazem	D001281	Atrial Fibrillation	0.0
42399-41-7	Diltiazem	D009202	Cardiomyopathies	0.0
42399-41-7	Diltiazem	D002312	Cardiomyopathy, Hypertrophic	0.0
42399-41-7	Diltiazem	D003324	Coronary Artery Disease	0.0
42399-41-7	Diltiazem	D003327	Coronary Disease	0.0
42399-41-7	Diltiazem	D006973	Hypertension	0.0
42399-41-7	Diltiazem	D007022	Hypotension	0.0
42399-41-7	Diltiazem	D009203	Myocardial Infarction	0.0
42399-41-7	Diltiazem	D017202	Myocardial Ischemia	0.0
42399-41-7	Diltiazem	D013617	Tachycardia, Supraventricular	0.0
42399-41-7	Diltiazem	D017180	Tachycardia, Ventricular	0.0
42399-41-7	Diltiazem	D014693	Ventricular Fibrillation	0.0
42399-41-7	Diltiazem	D014927	Wolff-Parkinson-White Syndrome	0.0
36304-82-2	dimemorfan	D003371	Cough	0.0
523-87-5	Dimenhydrinate	D053840	Brugada Syndrome	0.0
59-52-9	Dimercaprol	D008133	Long QT Syndrome	0.0
22950-29-4	dimethophrine	D007024	Hypotension, Orthostatic	0.0
67-68-5	Dimethyl Sulfoxide	D007022	Hypotension	0.0
908-54-3	diminazene aceturate	D017544	Aortic Aneurysm, Abdominal	0.0
13699-48-4	Dimyristoylphosphatidylcholine	D009181	Mycoses	0.0
61361-72-6	dimyristoylphosphatidylglycerol	D009181	Mycoses	0.0
29091-05-2	dinitramine	D014123	Toxoplasmosis	0.0
363-24-6	Dinoprostone	D001145	Arrhythmias, Cardiac	0.0
363-24-6	Dinoprostone	D016535	Bronchial Hyperreactivity	0.0
363-24-6	Dinoprostone	D006973	Hypertension	0.0
363-24-6	Dinoprostone	D054990	Idiopathic Pulmonary Fibrosis	0.0
512-04-9	Diosgenin	D006973	Hypertension	0.0
520-27-4	Diosmin	D003924	Diabetes Mellitus, Type 2	0.0
58-73-1	Diphenhydramine	D003139	Common Cold	0.0
58-73-1	Diphenhydramine	D006333	Heart Failure	0.0
58-73-1	Diphenhydramine	D007022	Hypotension	0.0
58-73-1	Diphenhydramine	D007826	Laryngismus	0.0
58-73-1	Diphenhydramine	D006255	Rhinitis, Allergic, Seasonal	0.0
58-73-1	Diphenhydramine	D012852	Sinusitis	0.0
17692-31-8	dipropizine	D003371	Cough	0.0
58-32-2	Dipyridamole	D002311	Cardiomyopathy, Dilated	0.0
58-32-2	Dipyridamole	D006333	Heart Failure	0.0
58-32-2	Dipyridamole	D006973	Hypertension	0.0
58-32-2	Dipyridamole	D006976	Hypertension, Pulmonary	0.0
58-32-2	Dipyridamole	D007022	Hypotension	0.0
58-32-2	Dipyridamole	D009203	Myocardial Infarction	0.0
58-32-2	Dipyridamole	D017202	Myocardial Ischemia	0.0
58-32-2	Dipyridamole	D020246	Venous Thrombosis	0.0
3737-09-5	Disopyramide	D001145	Arrhythmias, Cardiac	0.0
3737-09-5	Disopyramide	D001281	Atrial Fibrillation	0.0
3737-09-5	Disopyramide	D018880	Atrial Premature Complexes	0.0
3737-09-5	Disopyramide	D002312	Cardiomyopathy, Hypertrophic	0.0
3737-09-5	Disopyramide	D009203	Myocardial Infarction	0.0
3737-09-5	Disopyramide	D013611	Tachycardia, Atrioventricular Nodal Reentry	0.0
3737-09-5	Disopyramide	D013617	Tachycardia, Supraventricular	0.0
3737-09-5	Disopyramide	D017180	Tachycardia, Ventricular	0.0
3737-09-5	Disopyramide	D014693	Ventricular Fibrillation	0.0
3737-09-5	Disopyramide	D018879	Ventricular Premature Complexes	0.0
97-77-8	Disulfiram	D002177	Candidiasis	0.0
97-77-8	Disulfiram	D009362	Neoplasm Metastasis	0.0
77086-22-7	Dizocilpine Maleate	D001145	Arrhythmias, Cardiac	0.0
77086-22-7	Dizocilpine Maleate	D007022	Hypotension	0.0
34368-04-2	Dobutamine	D001024	Aortic Valve Stenosis	0.0
34368-04-2	Dobutamine	D009202	Cardiomyopathies	0.0
34368-04-2	Dobutamine	D002311	Cardiomyopathy, Dilated	0.0
34368-04-2	Dobutamine	D002312	Cardiomyopathy, Hypertrophic	0.0
34368-04-2	Dobutamine	D003327	Coronary Disease	0.0
34368-04-2	Dobutamine	D006333	Heart Failure	0.0
34368-04-2	Dobutamine	D007022	Hypotension	0.0
34368-04-2	Dobutamine	D009203	Myocardial Infarction	0.0
34368-04-2	Dobutamine	D017202	Myocardial Ischemia	0.0
34368-04-2	Dobutamine	D012127	Respiratory Distress Syndrome, Newborn	0.0
25167-62-8	Docosahexaenoic Acids	D001145	Arrhythmias, Cardiac	0.0
25167-62-8	Docosahexaenoic Acids	D002312	Cardiomyopathy, Hypertrophic	0.0
25167-62-8	Docosahexaenoic Acids	D003327	Coronary Disease	0.0
25167-62-8	Docosahexaenoic Acids	D003550	Cystic Fibrosis	0.0
25167-62-8	Docosahexaenoic Acids	D008175	Lung Neoplasms	0.0
25167-62-8	Docosahexaenoic Acids	D009362	Neoplasm Metastasis	0.0
25167-62-8	Docosahexaenoic Acids	D011928	Raynaud Disease	0.0
115256-11-6	dofetilide	D001145	Arrhythmias, Cardiac	0.0
115256-11-6	dofetilide	D001281	Atrial Fibrillation	0.0
115256-11-6	dofetilide	D006333	Heart Failure	0.0
115256-11-6	dofetilide	D017180	Tachycardia, Ventricular	0.0
57808-66-9	Domperidone	D007022	Hypotension	0.0
57808-66-9	Domperidone	D007024	Hypotension, Orthostatic	0.0
120011-70-3	Donepezil	D006332	Cardiomegaly	0.0
120011-70-3	Donepezil	D009203	Myocardial Infarction	0.0
51-61-6	Dopamine	D004417	Dyspnea	0.0
51-61-6	Dopamine	D006333	Heart Failure	0.0
51-61-6	Dopamine	D007022	Hypotension	0.0
51-61-6	Dopamine	D007024	Hypotension, Orthostatic	0.0
51-61-6	Dopamine	D012127	Respiratory Distress Syndrome, Newborn	0.0
64019-03-0	doqualast	D001249	Asthma	0.0
74191-85-8	Doxazosin	D001145	Arrhythmias, Cardiac	0.0
74191-85-8	Doxazosin	D006332	Cardiomegaly	0.0
74191-85-8	Doxazosin	D003327	Coronary Disease	0.0
74191-85-8	Doxazosin	D006973	Hypertension	0.0
1668-19-5	Doxepin	D012893	Sleep Wake Disorders	0.0
3094-09-5	doxifluridine	D009362	Neoplasm Metastasis	0.0
69975-86-6	doxofylline	D001249	Asthma	0.0
23214-92-8	Doxorubicin	D008175	Lung Neoplasms	0.0
23214-92-8	Doxorubicin	D009362	Neoplasm Metastasis	0.0
23214-92-8	Doxorubicin	D010997	Pleural Neoplasms	0.0
564-25-0	Doxycycline	D001991	Bronchitis	0.0
564-25-0	Doxycycline	D006332	Cardiomegaly	0.0
564-25-0	Doxycycline	D010003	Osteoarthritis	0.0
564-25-0	Doxycycline	D012141	Respiratory Tract Infections	0.0
548-73-2	Droperidol	D001145	Arrhythmias, Cardiac	0.0
548-73-2	Droperidol	D006973	Hypertension	0.0
548-73-2	Droperidol	D017180	Tachycardia, Ventricular	0.0
3176-03-2	drotebanol	D003371	Cough	0.0
23651-95-8	Droxidopa	D007024	Hypotension, Orthostatic	0.0
62078-98-2	DSP 4	D007022	Hypotension	0.0
120608-46-0	duteplase	D009203	Myocardial Infarction	0.0
152-62-5	Dydrogesterone	D003324	Coronary Artery Disease	0.0
74913-18-1	Dynorphins	D001145	Arrhythmias, Cardiac	0.0
479-18-5	Dyphylline	D006973	Hypertension	0.0
113558-89-7	E 4031	D001145	Arrhythmias, Cardiac	0.0
60940-34-3	ebselen	D009202	Cardiomyopathies	0.0
510-30-5	echinocystic acid	D017202	Myocardial Ischemia	0.0
89-25-8	Edaravone	D001172	Arthritis, Rheumatoid	0.0
480449-70-5	edoxaban	D054556	Venous Thromboembolism	0.0
312-48-1	Edrophonium	D007022	Hypotension	0.0
312-48-1	Edrophonium	D013617	Tachycardia, Supraventricular	0.0
89197-32-0	efaroxan	D007022	Hypotension	0.0
111011-53-1	efonidipine	D006973	Hypertension	0.0
1553-41-9	Eicosapentaenoic Acid	D001145	Arrhythmias, Cardiac	0.0
1553-41-9	Eicosapentaenoic Acid	D003327	Coronary Disease	0.0
1553-41-9	Eicosapentaenoic Acid	D006973	Hypertension	0.0
1553-41-9	Eicosapentaenoic Acid	D011928	Raynaud Disease	0.0
119413-55-7	elgodipine	D006973	Hypertension	0.0
476-66-4	Ellagic Acid	D009203	Myocardial Infarction	0.0
156001-18-2	embusartan	D006973	Hypertension	0.0
518-82-1	Emodin	D001249	Asthma	0.0
75847-73-3	Enalapril	D050197	Atherosclerosis	0.0
75847-73-3	Enalapril	D006332	Cardiomegaly	0.0
75847-73-3	Enalapril	D009202	Cardiomyopathies	0.0
75847-73-3	Enalapril	D002311	Cardiomyopathy, Dilated	0.0
75847-73-3	Enalapril	D003324	Coronary Artery Disease	0.0
75847-73-3	Enalapril	D003924	Diabetes Mellitus, Type 2	0.0
75847-73-3	Enalapril	D006333	Heart Failure	0.0
75847-73-3	Enalapril	D006973	Hypertension	0.0
75847-73-3	Enalapril	D006976	Hypertension, Pulmonary	0.0
75847-73-3	Enalapril	D008944	Mitral Valve Insufficiency	0.0
75847-73-3	Enalapril	D009203	Myocardial Infarction	0.0
75847-73-3	Enalapril	D009400	Nephrosclerosis	0.0
75847-73-3	Enalapril	D009765	Obesity	0.0
75847-73-3	Enalapril	D010024	Osteoporosis	0.0
75847-73-3	Enalapril	D016491	Peripheral Vascular Diseases	0.0
75847-73-3	Enalapril	D029424	Pulmonary Disease, Chronic Obstructive	0.0
84680-54-6	Enalaprilat	D006332	Cardiomegaly	0.0
84680-54-6	Enalaprilat	D009202	Cardiomyopathies	0.0
84680-54-6	Enalaprilat	D006973	Hypertension	0.0
84680-54-6	Enalaprilat	D008133	Long QT Syndrome	0.0
66778-36-7	Encainide	D001145	Arrhythmias, Cardiac	0.0
66778-36-7	Encainide	D013617	Tachycardia, Supraventricular	0.0
13838-16-9	Enflurane	D006973	Hypertension	0.0
13838-16-9	Enflurane	D017180	Tachycardia, Ventricular	0.0
100929-53-1	Enkephalin, Ala(2)-MePhe(4)-Gly(5)-	D006973	Hypertension	0.0
63631-40-3	Enkephalin, Leucine-2-Alanine	D006973	Hypertension	0.0
74011-58-8	Enoxacin	D001987	Bronchiectasis	0.0
74011-58-8	Enoxacin	D001991	Bronchitis	0.0
74011-58-8	Enoxacin	D029481	Bronchitis, Chronic	0.0
77671-31-9	Enoximone	D002311	Cardiomyopathy, Dilated	0.0
77671-31-9	Enoximone	D003324	Coronary Artery Disease	0.0
77671-31-9	Enoximone	D006333	Heart Failure	0.0
77671-31-9	Enoximone	D009203	Myocardial Infarction	0.0
41078-02-8	enprofylline	D001249	Asthma	0.0
41078-02-8	enprofylline	D029424	Pulmonary Disease, Chronic Obstructive	0.0
167256-08-8	enrasentan	D006333	Heart Failure	0.0
39424-54-9	enterotoxin C, staphylococcal	D011654	Pulmonary Edema	0.0
69267-68-1	EO 122	D001145	Arrhythmias, Cardiac	0.0
299-42-3	Ephedrine	D001249	Asthma	0.0
299-42-3	Ephedrine	D006973	Hypertension	0.0
299-42-3	Ephedrine	D007022	Hypotension	0.0
299-42-3	Ephedrine	D007024	Hypotension, Orthostatic	0.0
299-42-3	Ephedrine	D009765	Obesity	0.0
989-51-5	epigallocatechin gallate	D001249	Asthma	0.0
989-51-5	epigallocatechin gallate	D050197	Atherosclerosis	0.0
989-51-5	epigallocatechin gallate	D002312	Cardiomyopathy, Hypertrophic	0.0
989-51-5	epigallocatechin gallate	D003924	Diabetes Mellitus, Type 2	0.0
989-51-5	epigallocatechin gallate	D006973	Hypertension	0.0
989-51-5	epigallocatechin gallate	D006976	Hypertension, Pulmonary	0.0
989-51-5	epigallocatechin gallate	D008175	Lung Neoplasms	0.0
989-51-5	epigallocatechin gallate	D009203	Myocardial Infarction	0.0
80012-43-7	epinastine	D006255	Rhinitis, Allergic, Seasonal	0.0
51-43-4	Epinephrine	D001145	Arrhythmias, Cardiac	0.0
51-43-4	Epinephrine	D001249	Asthma	0.0
51-43-4	Epinephrine	D054537	Atrioventricular Block	0.0
51-43-4	Epinephrine	D009202	Cardiomyopathies	0.0
51-43-4	Epinephrine	D003324	Coronary Artery Disease	0.0
51-43-4	Epinephrine	D003440	Croup	0.0
51-43-4	Epinephrine	D004417	Dyspnea	0.0
51-43-4	Epinephrine	D007022	Hypotension	0.0
51-43-4	Epinephrine	D007819	Laryngeal Edema	0.0
51-43-4	Epinephrine	D029424	Pulmonary Disease, Chronic Obstructive	0.0
51-43-4	Epinephrine	D012120	Respiration Disorders	0.0
56420-45-2	Epirubicin	D008175	Lung Neoplasms	0.0
35121-78-9	Epoprostenol	D000787	Angina Pectoris	0.0
35121-78-9	Epoprostenol	D006344	Heart Septal Defects, Atrial	0.0
35121-78-9	Epoprostenol	D006973	Hypertension	0.0
35121-78-9	Epoprostenol	D006976	Hypertension, Pulmonary	0.0
35121-78-9	Epoprostenol	D011655	Pulmonary Embolism	0.0
35121-78-9	Epoprostenol	D011928	Raynaud Disease	0.0
84611-23-4	erdosteine	D009202	Cardiomyopathies	0.0
113-15-5	Ergotamine	D007024	Hypotension, Orthostatic	0.0
552-58-9	eriodictyol	D011654	Pulmonary Edema	0.0
132051-67-3	eristostatin	D011655	Pulmonary Embolism	0.0
114-07-8	Erythromycin	D018410	Pneumonia, Bacterial	0.0
114-07-8	Erythromycin	D012141	Respiratory Tract Infections	0.0
114-07-8	Erythromycin	D014069	Tonsillitis	0.0
643-22-1	erythromycin stearate	D018410	Pneumonia, Bacterial	0.0
305-01-1	esculetin	D006973	Hypertension	0.0
305-01-1	esculetin	D014693	Ventricular Fibrillation	0.0
84057-94-3	esmolol	D001145	Arrhythmias, Cardiac	0.0
84057-94-3	esmolol	D006973	Hypertension	0.0
84057-94-3	esmolol	D007022	Hypotension	0.0
84057-94-3	esmolol	D017202	Myocardial Ischemia	0.0
84057-94-3	esmolol	D013617	Tachycardia, Supraventricular	0.0
50-28-2	Estradiol	D050197	Atherosclerosis	0.0
50-28-2	Estradiol	D003324	Coronary Artery Disease	0.0
50-28-2	Estradiol	D009203	Myocardial Infarction	0.0
50-28-2	Estradiol	D010024	Osteoporosis	0.0
50-28-2	Estradiol	D015663	Osteoporosis, Postmenopausal	0.0
50-28-2	Estradiol	D017180	Tachycardia, Ventricular	0.0
50-28-2	Estradiol	D014693	Ventricular Fibrillation	0.0
50-27-1	Estriol	D050197	Atherosclerosis	0.0
22668-01-5	Etanidazole	D008175	Lung Neoplasms	0.0
58-54-8	Ethacrynic Acid	D007022	Hypotension	0.0
74-55-5	Ethambutol	D009164	Mycobacterium Infections	0.0
74-55-5	Ethambutol	D012141	Respiratory Tract Infections	0.0
74-55-5	Ethambutol	D014376	Tuberculosis	0.0
74-55-5	Ethambutol	D014397	Tuberculosis, Pulmonary	0.0
64-17-5	Ethanol	D001281	Atrial Fibrillation	0.0
64-17-5	Ethanol	D002311	Cardiomyopathy, Dilated	0.0
64-17-5	Ethanol	D007022	Hypotension	0.0
57-63-6	Ethinyl Estradiol	D054059	Coronary Occlusion	0.0
57-63-6	Ethinyl Estradiol	D017202	Myocardial Ischemia	0.0
57-63-6	Ethinyl Estradiol	D014693	Ventricular Fibrillation	0.0
8056-51-7	Ethinyl Estradiol-Norgestrel Combination	D050197	Atherosclerosis	0.0
536-33-4	Ethionamide	D014376	Tuberculosis	0.0
617-35-6	ethyl pyruvate	D011654	Pulmonary Edema	0.0
2809-21-4	Etidronic Acid	D010024	Osteoporosis	0.0
709-55-7	Etilefrine	D007022	Hypotension	0.0
