DiseaseID	DiseaseName	CasRN	ChemicalName	Score
D003047	Coccidioidomycosis	1397-89-3	Amphotericin B	0.0
D003047	Coccidioidomycosis	84625-61-6	Itraconazole	0.0
D003047	Coccidioidomycosis	22916-47-8	Miconazole	0.0
D003139	Common Cold	50-81-7	Ascorbic Acid	0.0
D003139	Common Cold	15686-51-8	Clemastine	0.0
D003139	Common Cold	58-73-1	Diphenhydramine	0.0
D003139	Common Cold	60205-81-4	Ipratropium	0.0
D003139	Common Cold	1491-59-4	Oxymetazoline	0.0
D003139	Common Cold	14838-15-4	Phenylpropanolamine	0.0
D003139	Common Cold	90-82-4	Pseudoephedrine	0.0
D003139	Common Cold	526-36-3	xylometazoline	0.0
D003323	Coronary Aneurysm	50-78-2	Aspirin	0.0
D003323	Coronary Aneurysm	81-81-2	Warfarin	0.0
D003324	Coronary Artery Disease	18559-94-9	Albuterol	0.0
D003324	Coronary Artery Disease	88150-42-9	Amlodipine	0.0
D003324	Coronary Artery Disease	50-78-2	Aspirin	0.0
D003324	Coronary Artery Disease	29122-68-7	Atenolol	0.0
D003324	Coronary Artery Disease	41859-67-0	Bezafibrate	0.0
D003324	Coronary Artery Disease	50925-79-6	Colestipol	0.0
D003324	Coronary Artery Disease	20830-75-5	Digoxin	0.0
D003324	Coronary Artery Disease	42399-41-7	Diltiazem	0.0
D003324	Coronary Artery Disease	152-62-5	Dydrogesterone	0.0
D003324	Coronary Artery Disease	75847-73-3	Enalapril	0.0
D003324	Coronary Artery Disease	77671-31-9	Enoximone	0.0
D003324	Coronary Artery Disease	51-43-4	Epinephrine	0.0
D003324	Coronary Artery Disease	50-28-2	Estradiol	0.0
D003324	Coronary Artery Disease	49562-28-9	Fenofibrate	0.0
D003324	Coronary Artery Disease	54-31-9	Furosemide	0.0
D003324	Coronary Artery Disease	25812-30-0	Gemfibrozil	0.0
D003324	Coronary Artery Disease	9005-49-6	Heparin	0.0
D003324	Coronary Artery Disease	87-33-2	Isosorbide Dinitrate	0.0
D003324	Coronary Artery Disease	75330-75-5	Lovastatin	0.0
D003324	Coronary Artery Disease	37350-58-6	Metoprolol	0.0
D003324	Coronary Artery Disease	42200-33-9	Nadolol	0.0
D003324	Coronary Artery Disease	55985-32-5	Nicardipine	0.0
D003324	Coronary Artery Disease	21829-25-4	Nifedipine	0.0
D003324	Coronary Artery Disease	55-63-0	Nitroglycerin	0.0
D003324	Coronary Artery Disease	78-11-5	Pentaerythritol Tetranitrate	0.0
D003324	Coronary Artery Disease	38677-81-5	pirbuterol	0.0
D003324	Coronary Artery Disease	81093-37-0	Pravastatin	0.0
D003324	Coronary Artery Disease	2920-86-7	prednisolone hemisuccinate	0.0
D003324	Coronary Artery Disease	51-06-9	Procainamide	0.0
D003324	Coronary Artery Disease	525-66-6	Propranolol	0.0
D003324	Coronary Artery Disease	82586-55-8	Quinapril	0.0
D003324	Coronary Artery Disease	56-54-2	Quinidine	0.0
D003324	Coronary Artery Disease	79902-63-9	Simvastatin	0.0
D003324	Coronary Artery Disease	55142-85-3	Ticlopidine	0.0
D003324	Coronary Artery Disease	302-79-4	Tretinoin	0.0
D003324	Coronary Artery Disease	52-53-9	Verapamil	0.0
D003324	Coronary Artery Disease	81-81-2	Warfarin	0.0
D003327	Coronary Disease	88150-42-9	Amlodipine	0.0
D003327	Coronary Disease	50-81-7	Ascorbic Acid	0.0
D003327	Coronary Disease	50-78-2	Aspirin	0.0
D003327	Coronary Disease	637-07-0	Clofibrate	0.0
D003327	Coronary Disease	42399-41-7	Diltiazem	0.0
D003327	Coronary Disease	34368-04-2	Dobutamine	0.0
D003327	Coronary Disease	25167-62-8	Docosahexaenoic Acids	0.0
D003327	Coronary Disease	74191-85-8	Doxazosin	0.0
D003327	Coronary Disease	1553-41-9	Eicosapentaenoic Acid	0.0
D003327	Coronary Disease	72509-76-3	Felodipine	0.0
D003327	Coronary Disease	93957-54-1	Fluvastatin	0.0
D003327	Coronary Disease	25812-30-0	Gemfibrozil	0.0
D003327	Coronary Disease	138402-11-6	Irbesartan	0.0
D003327	Coronary Disease	87-33-2	Isosorbide Dinitrate	0.0
D003327	Coronary Disease	75695-93-1	Isradipine	0.0
D003327	Coronary Disease	37350-58-6	Metoprolol	0.0
D003327	Coronary Disease	57-27-2	Morphine	0.0
D003327	Coronary Disease	55985-32-5	Nicardipine	0.0
D003327	Coronary Disease	21829-25-4	Nifedipine	0.0
D003327	Coronary Disease	63675-72-9	Nisoldipine	0.0
D003327	Coronary Disease	55-63-0	Nitroglycerin	0.0
D003327	Coronary Disease	6452-71-7	Oxprenolol	0.0
D003327	Coronary Disease	6724-53-4	perhexiline maleate	0.0
D003327	Coronary Disease	81093-37-0	Pravastatin	0.0
D003327	Coronary Disease	23288-49-5	Probucol	0.0
D003327	Coronary Disease	525-66-6	Propranolol	0.0
D003327	Coronary Disease	79902-63-9	Simvastatin	0.0
D003327	Coronary Disease	3930-20-9	Sotalol	0.0
D003327	Coronary Disease	62-46-4	Thioctic Acid	0.0
D003327	Coronary Disease	26839-75-8	Timolol	0.0
D003327	Coronary Disease	52-53-9	Verapamil	0.0
D054059	Coronary Occlusion	57-63-6	Ethinyl Estradiol	0.0
D054059	Coronary Occlusion	53-86-1	Indomethacin	0.0
D054059	Coronary Occlusion	55-63-0	Nitroglycerin	0.0
D054059	Coronary Occlusion	38673-38-0	Norethindrone Acetate	0.0
D003329	Coronary Vasospasm	87-33-2	Isosorbide Dinitrate	0.0
D003329	Coronary Vasospasm	7439-95-4	Magnesium	0.0
D003329	Coronary Vasospasm	55985-32-5	Nicardipine	0.0
D003329	Coronary Vasospasm	65141-46-0	Nicorandil	0.0
D003329	Coronary Vasospasm	21829-25-4	Nifedipine	0.0
D003329	Coronary Vasospasm	39562-70-4	Nitrendipine	0.0
D003329	Coronary Vasospasm	55-63-0	Nitroglycerin	0.0
D003329	Coronary Vasospasm	3930-20-9	Sotalol	0.0
D003329	Coronary Vasospasm	52-53-9	Verapamil	0.0
D003371	Cough	71195-58-9	Alfentanil	0.0
D003371	Cough	88150-42-9	Amlodipine	0.0
D003371	Cough	50-78-2	Aspirin	0.0
D003371	Cough	21650-02-2	azabicyclane	0.0
D003371	Cough	76-22-2	Camphor	0.0
D003371	Cough	82619-04-3	cefpodoxime	0.0
D003371	Cough	81103-11-9	Clarithromycin	0.0
D003371	Cough	76-57-3	Codeine	0.0
D003371	Cough	125-71-3	Dextromethorphan	0.0
D003371	Cough	125-73-5	Dextrorphan	0.0
D003371	Cough	125-28-0	dihydrocodeine	0.0
D003371	Cough	36304-82-2	dimemorfan	0.0
D003371	Cough	17692-31-8	dipropizine	0.0
D003371	Cough	3176-03-2	drotebanol	0.0
D003371	Cough	437-38-7	Fentanyl	0.0
D003371	Cough	5630-11-5	glaucine	0.0
D003371	Cough	93-14-1	Guaifenesin	0.0
D003371	Cough	125-29-1	Hydrocodone	0.0
D003371	Cough	137-58-6	Lidocaine	0.0
D003371	Cough	57-42-1	Meperidine	0.0
D003371	Cough	119637-67-1	moguisteine	0.0
D003371	Cough	57-27-2	Morphine	0.0
D003371	Cough	10236-47-2	naringin	0.0
D003371	Cough	128-62-1	Noscapine	0.0
D003371	Cough	76-41-5	Oxymorphone	0.0
D003371	Cough	94-07-5	Synephrine	0.0
D003371	Cough	23031-25-6	Terbutaline	0.0
D003371	Cough	107753-78-6	zafirlukast	0.0
D003440	Croup	51-43-4	Epinephrine	0.0
D003453	Cryptococcosis	1397-89-3	Amphotericin B	0.0
D003453	Cryptococcosis	87687-70-5	amphotericin B, deoxycholate drug combination	0.0
D003453	Cryptococcosis	86386-73-4	Fluconazole	0.0
D003453	Cryptococcosis	2022-85-7	Flucytosine	0.0
D003453	Cryptococcosis	84625-61-6	Itraconazole	0.0
D003453	Cryptococcosis	65277-42-1	Ketoconazole	0.0
D003550	Cystic Fibrosis	616-91-1	Acetylcysteine	0.0
D003550	Cystic Fibrosis	37517-28-5	Amikacin	0.0
D003550	Cystic Fibrosis	78110-38-0	Aztreonam	0.0
D003550	Cystic Fibrosis	85721-33-1	Ciprofloxacin	0.0
D003550	Cystic Fibrosis	1066-17-7	Colistin	0.0
D003550	Cystic Fibrosis	16679-58-6	Deamino Arginine Vasopressin	0.0
D003550	Cystic Fibrosis	25167-62-8	Docosahexaenoic Acids	0.0
D003550	Cystic Fibrosis	23155-02-4	Fosfomycin	0.0
D003550	Cystic Fibrosis	70-18-8	Glutathione	0.0
D003550	Cystic Fibrosis	118-42-3	Hydroxychloroquine	0.0
D003550	Cystic Fibrosis	15687-27-1	Ibuprofen	0.0
D003550	Cystic Fibrosis	59-05-2	Methotrexate	0.0
D003550	Cystic Fibrosis	21829-25-4	Nifedipine	0.0
D003550	Cystic Fibrosis	82419-36-1	Ofloxacin	0.0
D003550	Cystic Fibrosis	111025-46-8	Pioglitazone	0.0
D003550	Cystic Fibrosis	61477-96-1	Piperacillin	0.0
D003550	Cystic Fibrosis	79902-63-9	Simvastatin	0.0
D003550	Cystic Fibrosis	32986-56-4	Tobramycin	0.0
D003550	Cystic Fibrosis	128-13-2	Ursodeoxycholic Acid	0.0
D003550	Cystic Fibrosis	107753-78-6	zafirlukast	0.0
D003920	Diabetes Mellitus	213252-19-8	5-((2,4-dioxo-5-thiazolidinyl)methyl)-2-methoxy-N-((4-(trifluoromethyl)phenyl)methyl)benzamide	0.0
D003920	Diabetes Mellitus	50-78-2	Aspirin	0.0
D003920	Diabetes Mellitus	2086-83-1	Berberine	0.0
D003920	Diabetes Mellitus	41859-67-0	Bezafibrate	0.0
D003920	Diabetes Mellitus	94-20-2	Chlorpropamide	0.0
D003920	Diabetes Mellitus	149-91-7	Gallic Acid	0.0
D003920	Diabetes Mellitus	21187-98-4	Gliclazide	0.0
D003920	Diabetes Mellitus	29094-61-9	Glipizide	0.0
D003920	Diabetes Mellitus	10238-21-8	Glyburide	0.0
D003920	Diabetes Mellitus	26807-65-8	Indapamide	0.0
D003920	Diabetes Mellitus	19895-95-5	kaempferol 3-O-sophoroside	0.0
D003920	Diabetes Mellitus	657-24-9	Metformin	0.0
D003920	Diabetes Mellitus	105816-04-4	Nateglinide	0.0
D003920	Diabetes Mellitus	484-12-8	osthol	0.0
D003920	Diabetes Mellitus	82834-16-0	Perindopril	0.0
D003920	Diabetes Mellitus	114-86-3	Phenformin	0.0
D003920	Diabetes Mellitus	111025-46-8	Pioglitazone	0.0
D003920	Diabetes Mellitus	7440-09-7	Potassium	0.0
D003920	Diabetes Mellitus	81093-37-0	Pravastatin	0.0
D003920	Diabetes Mellitus	95975-55-6	pregna-4,17-diene-3,16-dione	0.0
D003920	Diabetes Mellitus	3681-99-0	puerarin	0.0
D003920	Diabetes Mellitus	87333-19-5	Ramipril	0.0
D003920	Diabetes Mellitus	10102-18-8	Sodium Selenite	0.0
D003920	Diabetes Mellitus	112-24-3	Trientine	0.0
D003920	Diabetes Mellitus	97322-87-7	Troglitazone	0.0
D003920	Diabetes Mellitus	7440-66-6	Zinc	0.0
D003922	Diabetes Mellitus, Type 1	32222-06-3	Calcitriol	0.0
D003922	Diabetes Mellitus, Type 1	7439-97-6	Mercury	0.0
D003922	Diabetes Mellitus, Type 1	98-92-0	Niacinamide	0.0
D003922	Diabetes Mellitus, Type 1	13768-07-5	sodium arsenite	0.0
D003922	Diabetes Mellitus, Type 1	107-35-7	Taurine	0.0
D003922	Diabetes Mellitus, Type 1	1746-01-6	Tetrachlorodibenzodioxin	0.0
D003922	Diabetes Mellitus, Type 1	81-81-2	Warfarin	0.0
D003924	Diabetes Mellitus, Type 2	56180-94-0	Acarbose	0.0
D003924	Diabetes Mellitus, Type 2	472-61-7	astaxanthine	0.0
D003924	Diabetes Mellitus, Type 2	105979-17-7	benidipine	0.0
D003924	Diabetes Mellitus, Type 2	2086-83-1	Berberine	0.0
D003924	Diabetes Mellitus, Type 2	41859-67-0	Bezafibrate	0.0
D003924	Diabetes Mellitus, Type 2	94-20-2	Chlorpropamide	0.0
D003924	Diabetes Mellitus, Type 2	7440-47-3	Chromium	0.0
D003924	Diabetes Mellitus, Type 2	91-64-5	coumarin	0.0
D003924	Diabetes Mellitus, Type 2	458-37-7	Curcumin	0.0
D003924	Diabetes Mellitus, Type 2	486-66-8	daidzein	0.0
D003924	Diabetes Mellitus, Type 2	3239-44-9	Dexfenfluramine	0.0
D003924	Diabetes Mellitus, Type 2	520-27-4	Diosmin	0.0
D003924	Diabetes Mellitus, Type 2	75847-73-3	Enalapril	0.0
D003924	Diabetes Mellitus, Type 2	989-51-5	epigallocatechin gallate	0.0
D003924	Diabetes Mellitus, Type 2	141732-76-5	Exenatide	0.0
D003924	Diabetes Mellitus, Type 2	59-30-3	Folic Acid	0.0
D003924	Diabetes Mellitus, Type 2	446-72-0	Genistein	0.0
D003924	Diabetes Mellitus, Type 2	52286-59-6	ginsenoside Re	0.0
D003924	Diabetes Mellitus, Type 2	21187-98-4	Gliclazide	0.0
D003924	Diabetes Mellitus, Type 2	29094-61-9	Glipizide	0.0
D003924	Diabetes Mellitus, Type 2	10238-21-8	Glyburide	0.0
D003924	Diabetes Mellitus, Type 2	16009-13-5	Hemin	0.0
D003924	Diabetes Mellitus, Type 2	138402-11-6	Irbesartan	0.0
D003924	Diabetes Mellitus, Type 2	434-13-9	Lithocholic Acid	0.0
D003924	Diabetes Mellitus, Type 2	4773-96-0	mangiferin	0.0
D003924	Diabetes Mellitus, Type 2	657-24-9	Metformin	0.0
D003924	Diabetes Mellitus, Type 2	39562-70-4	Nitrendipine	0.0
D003924	Diabetes Mellitus, Type 2	96829-58-2	Orlistat	0.0
D003924	Diabetes Mellitus, Type 2	6493-05-6	Pentoxifylline	0.0
D003924	Diabetes Mellitus, Type 2	111025-46-8	Pioglitazone	0.0
D003924	Diabetes Mellitus, Type 2	7772-99-8	stannous chloride	0.0
D003924	Diabetes Mellitus, Type 2	64-77-7	Tolbutamide	0.0
D003924	Diabetes Mellitus, Type 2	97240-79-4	Topiramate	0.0
D003924	Diabetes Mellitus, Type 2	97322-87-7	Troglitazone	0.0
D003924	Diabetes Mellitus, Type 2	7440-66-6	Zinc	0.0
D016883	Diabetic Ketoacidosis	637-07-0	Clofibrate	0.0
D016883	Diabetic Ketoacidosis	99614-02-5	Ondansetron	0.0
D016883	Diabetic Ketoacidosis	7440-09-7	Potassium	0.0
D004417	Dyspnea	18559-94-9	Albuterol	0.0
D004417	Dyspnea	745-65-3	Alprostadil	0.0
D004417	Dyspnea	20537-88-6	Amifostine	0.0
D004417	Dyspnea	317-34-0	Aminophylline	0.0
D004417	Dyspnea	4419-39-0	Beclomethasone	0.0
D004417	Dyspnea	51333-22-3	Budesonide	0.0
D004417	Dyspnea	28395-03-1	Bumetanide	0.0
D004417	Dyspnea	2353-33-5	Decitabine	0.0
D004417	Dyspnea	51-61-6	Dopamine	0.0
D004417	Dyspnea	51-43-4	Epinephrine	0.0
D004417	Dyspnea	54-31-9	Furosemide	0.0
D004417	Dyspnea	50-23-7	Hydrocortisone	0.0
D004417	Dyspnea	83-43-2	Methylprednisolone	0.0
D004417	Dyspnea	2921-57-5	Methylprednisolone Hemisuccinate	0.0
D004417	Dyspnea	57-27-2	Morphine	0.0
D004417	Dyspnea	21829-25-4	Nifedipine	0.0
D004417	Dyspnea	55-63-0	Nitroglycerin	0.0
D004417	Dyspnea	15078-28-1	Nitroprusside	0.0
D004417	Dyspnea	7782-44-7	Oxygen	0.0
D004417	Dyspnea	51-06-9	Procainamide	0.0
D004417	Dyspnea	144-55-8	Sodium Bicarbonate	0.0
D004417	Dyspnea	58-55-9	Theophylline	0.0
D004417	Dyspnea	52-53-9	Verapamil	0.0
D004696	Endocarditis	37517-28-5	Amikacin	0.0
D004696	Endocarditis	69-53-4	Ampicillin	0.0
D004696	Endocarditis	34444-01-4	Cefamandole	0.0
D004696	Endocarditis	86386-73-4	Fluconazole	0.0
D004696	Endocarditis	154-21-2	Lincomycin	0.0
D004696	Endocarditis	147-52-4	Nafcillin	0.0
D004696	Endocarditis	61-33-6	Penicillin G	0.0
D004696	Endocarditis	13292-46-1	Rifampin	0.0
D004696	Endocarditis	68373-14-8	Sulbactam	0.0
D004696	Endocarditis	76497-13-7	sultamicillin	0.0
D004696	Endocarditis	1404-90-6	Vancomycin	0.0
D004844	Epistaxis	50-36-2	Cocaine	0.0
D006073	Gout	315-30-0	Allopurinol	0.0
D006073	Gout	3562-84-3	Benzbromarone	0.0
D006073	Gout	64-86-8	Colchicine	0.0
D006073	Gout	15307-86-5	Diclofenac	0.0
D006073	Gout	202409-33-4	Etoricoxib	0.0
D006073	Gout	49562-28-9	Fenofibrate	0.0
D006073	Gout	53-86-1	Indomethacin	0.0
D006073	Gout	7439-93-2	Lithium	0.0
D006073	Gout	114798-26-4	Losartan	0.0
D006073	Gout	2465-59-0	Oxypurinol	0.0
D006073	Gout	57-66-9	Probenecid	0.0
D006073	Gout	57-96-5	Sulfinpyrazone	0.0
D006073	Gout	14636-12-5	Terlipressin	0.0
D006333	Heart Failure	102492-19-3	14-dehydroxy-3-glucodigitoxigenin	0.0
D006333	Heart Failure	76144-81-5	3-(2,2,2-trimethylhydrazine)propionate	0.0
D006333	Heart Failure	162011-83-8	3-(3,4-difluorophenyl)-4-(4-(methylsulfonyl)phenyl)-2(5H)-furanone	0.0
D006333	Heart Failure	5142-23-4	3-methyladenine	0.0
D006333	Heart Failure	60-38-8	acetylstrophanthidin	0.0
D006333	Heart Failure	58-61-7	Adenosine	0.0
D006333	Heart Failure	18559-94-9	Albuterol	0.0
D006333	Heart Failure	745-65-3	Alprostadil	0.0
D006333	Heart Failure	2609-46-3	Amiloride	0.0
D006333	Heart Failure	68529-45-3	amiloride, hydrochlorothiazide drug combination	0.0
D006333	Heart Failure	317-34-0	Aminophylline	0.0
D006333	Heart Failure	1951-25-3	Amiodarone	0.0
D006333	Heart Failure	60719-84-8	Amrinone	0.0
D006333	Heart Failure	50-78-2	Aspirin	0.0
D006333	Heart Failure	29122-68-7	Atenolol	0.0
D006333	Heart Failure	446-86-6	Azathioprine	0.0
D006333	Heart Failure	86541-75-5	benazepril	0.0
D006333	Heart Failure	73-48-3	Bendroflumethiazide	0.0
D006333	Heart Failure	66722-44-9	Bisoprolol	0.0
D006333	Heart Failure	147536-97-8	Bosentan	0.0
D006333	Heart Failure	25614-03-3	Bromocriptine	0.0
D006333	Heart Failure	70369-47-0	bucindolol	0.0
D006333	Heart Failure	28395-03-1	Bumetanide	0.0
D006333	Heart Failure	139481-59-7	candesartan	0.0
D006333	Heart Failure	145040-37-5	candesartan cilexetil	0.0
D006333	Heart Failure	62571-86-2	Captopril	0.0
D006333	Heart Failure	72956-09-3	Carvedilol	0.0
D006333	Heart Failure	56980-93-9	Celiprolol	0.0
D006333	Heart Failure	154116-31-1	CGS 26303	0.0
D006333	Heart Failure	804-10-4	Chromonar	0.0
D006333	Heart Failure	92077-78-6	Cilazapril	0.0
D006333	Heart Failure	73963-72-1	Cilostazol	0.0
D006333	Heart Failure	7440-50-8	Copper	0.0
D006333	Heart Failure	742-20-1	Cyclopenthiazide	0.0
D006333	Heart Failure	71771-90-9	denopamine	0.0
D006333	Heart Failure	50-02-2	Dexamethasone	0.0
D006333	Heart Failure	71-63-6	Digitoxin	0.0
D006333	Heart Failure	20830-75-5	Digoxin	0.0
D006333	Heart Failure	484-23-1	Dihydralazine	0.0
D006333	Heart Failure	58-73-1	Diphenhydramine	0.0
D006333	Heart Failure	58-32-2	Dipyridamole	0.0
D006333	Heart Failure	34368-04-2	Dobutamine	0.0
D006333	Heart Failure	115256-11-6	dofetilide	0.0
D006333	Heart Failure	51-61-6	Dopamine	0.0
D006333	Heart Failure	75847-73-3	Enalapril	0.0
D006333	Heart Failure	77671-31-9	Enoximone	0.0
D006333	Heart Failure	167256-08-8	enrasentan	0.0
D006333	Heart Failure	82258-36-4	etomoxir	0.0
D006333	Heart Failure	76824-35-6	Famotidine	0.0
D006333	Heart Failure	72509-76-3	Felodipine	0.0
D006333	Heart Failure	13392-18-2	Fenoterol	0.0
D006333	Heart Failure	136087-85-9	fidarestat	0.0
D006333	Heart Failure	94936-90-0	FK 664	0.0
D006333	Heart Failure	93957-54-1	Fluvastatin	0.0
D006333	Heart Failure	98048-97-6	Fosinopril	0.0
D006333	Heart Failure	54-31-9	Furosemide	0.0
D006333	Heart Failure	86-54-4	Hydralazine	0.0
D006333	Heart Failure	58-93-5	Hydrochlorothiazide	0.0
D006333	Heart Failure	130350-52-6	ibutilide	0.0
D006333	Heart Failure	89371-37-9	imidapril	0.0
D006333	Heart Failure	86-04-4	Inosine Diphosphate	0.0
D006333	Heart Failure	138402-11-6	Irbesartan	0.0
D006333	Heart Failure	7683-59-2	Isoproterenol	0.0
D006333	Heart Failure	87-33-2	Isosorbide Dinitrate	0.0
D006333	Heart Failure	134186-26-8	KF 14124	0.0
D006333	Heart Failure	83915-83-7	Lisinopril	0.0
D006333	Heart Failure	90520-42-6	LND 623	0.0
D006333	Heart Failure	114798-26-4	Losartan	0.0
D006333	Heart Failure	98326-33-1	MCI 154	0.0
D006333	Heart Failure	94985-29-2	MDL 72567	0.0
D006333	Heart Failure	37350-58-6	Metoprolol	0.0
D006333	Heart Failure	42794-76-3	Midodrine	0.0
D006333	Heart Failure	78415-72-2	Milrinone	0.0
D006333	Heart Failure	38304-91-5	Minoxidil	0.0
D006333	Heart Failure	107189-96-8	MS 857	0.0
D006333	Heart Failure	114471-18-0	Natriuretic Peptide, Brain	0.0
D006333	Heart Failure	55985-32-5	Nicardipine	0.0
D006333	Heart Failure	21829-25-4	Nifedipine	0.0
D006333	Heart Failure	63675-72-9	Nisoldipine	0.0
D006333	Heart Failure	55-63-0	Nitroglycerin	0.0
D006333	Heart Failure	15078-28-1	Nitroprusside	0.0
D006333	Heart Failure	125068-43-1	NSP 804	0.0
D006333	Heart Failure	125068-54-4	NSP 805	0.0
D006333	Heart Failure	119615-63-3	olprinone	0.0
D006333	Heart Failure	96829-58-2	Orlistat	0.0
D006333	Heart Failure	630-60-4	Ouabain	0.0
D006333	Heart Failure	6621-47-2	Perhexiline	0.0
D006333	Heart Failure	50-60-2	Phentolamine	0.0
D006333	Heart Failure	38677-81-5	pirbuterol	0.0
D006333	Heart Failure	50892-23-4	pirinixic acid	0.0
D006333	Heart Failure	147511-69-1	pitavastatin	0.0
D006333	Heart Failure	7440-09-7	Potassium	0.0
D006333	Heart Failure	7447-40-7	Potassium Chloride	0.0
D006333	Heart Failure	19216-56-9	Prazosin	0.0
D006333	Heart Failure	53-03-2	Prednisone	0.0
D006333	Heart Failure	23288-49-5	Probucol	0.0
D006333	Heart Failure	525-66-6	Propranolol	0.0
D006333	Heart Failure	82586-55-8	Quinapril	0.0
D006333	Heart Failure	56-54-2	Quinidine	0.0
D006333	Heart Failure	87333-19-5	Ramipril	0.0
D006333	Heart Failure	21416-87-5	Razoxane	0.0
D006333	Heart Failure	169939-94-0	ruboxistaurin	0.0
D006333	Heart Failure	86819-20-7	sarpogrelate	0.0
D006333	Heart Failure	131741-08-7	Simendan	0.0
D006333	Heart Failure	79902-63-9	Simvastatin	0.0
D006333	Heart Failure	53123-88-9	Sirolimus	0.0
D006333	Heart Failure	3930-20-9	Sotalol	0.0
D006333	Heart Failure	52-01-7	Spironolactone	0.0
D006333	Heart Failure	73384-60-8	sulmazole	0.0
D006333	Heart Failure	110221-44-8	temocapril hydrochloride	0.0
D006333	Heart Failure	35115-60-7	Teprotide	0.0
D006333	Heart Failure	58-22-0	Testosterone	0.0
D006333	Heart Failure	50-35-1	Thalidomide	0.0
D006333	Heart Failure	59-43-8	Thiamine	0.0
D006333	Heart Failure	150683-30-0	Tolvaptan	0.0
D006333	Heart Failure	56211-40-6	Torsemide	0.0
D006333	Heart Failure	5011-34-7	Trimetazidine	0.0
D006333	Heart Failure	52-53-9	Verapamil	0.0
D006333	Heart Failure	81840-15-5	vesnarinone	0.0
D006333	Heart Failure	1406-18-4	Vitamin E	0.0
D006333	Heart Failure	81-81-2	Warfarin	0.0
D006333	Heart Failure	81801-12-9	Xamoterol	0.0
D006344	Heart Septal Defects, Atrial	35121-78-9	Epoprostenol	0.0
D006349	Heart Valve Diseases	61-33-6	Penicillin G	0.0
D006349	Heart Valve Diseases	57-92-1	Streptomycin	0.0
D006660	Histoplasmosis	1397-89-3	Amphotericin B	0.0
D006660	Histoplasmosis	84625-61-6	Itraconazole	0.0
D006660	Histoplasmosis	65277-42-1	Ketoconazole	0.0
D006973	Hypertension	48144-44-1	1-(3-chlorophenyl)biguanide	0.0
D006973	Hypertension	9088-01-1	1-Sarcosine-8-Isoleucine Angiotensin II	0.0
D006973	Hypertension	1948-33-0	2-tert-butylhydroquinone	0.0
D006973	Hypertension	6957-27-3	3,4-dihydropapaverine	0.0
D006973	Hypertension	153042-42-3	5-(dimethylamino)-N-(3,4-dimethyl-5-isoxazolyl)-1-naphthalenesulfonamide	0.0
D006973	Hypertension	624-00-0	5-hydroxydecanoic acid	0.0
D006973	Hypertension	34661-85-3	5-methylurapidil	0.0
D006973	Hypertension	115066-14-3	6-Cyano-7-nitroquinoxaline-2,3-dione	0.0
D006973	Hypertension	78950-78-4	8-Hydroxy-2-(di-n-propylamino)tetralin	0.0
D006973	Hypertension	37517-30-9	Acebutolol	0.0
D006973	Hypertension	498-02-2	acetovanillone	0.0
D006973	Hypertension	51-84-3	Acetylcholine	0.0
D006973	Hypertension	616-91-1	Acetylcysteine	0.0
D006973	Hypertension	58-61-7	Adenosine	0.0
D006973	Hypertension	148498-78-6	Adrenomedullin	0.0
D006973	Hypertension	81443-73-4	AH 23848	0.0
D006973	Hypertension	18559-94-9	Albuterol	0.0
D006973	Hypertension	41294-56-8	alfacalcidol	0.0
D006973	Hypertension	71195-58-9	Alfentanil	0.0
D006973	Hypertension	59-02-9	alpha-Tocopherol	0.0
D006973	Hypertension	13655-52-2	Alprenolol	0.0
D006973	Hypertension	745-65-3	Alprostadil	0.0
D006973	Hypertension	2609-46-3	Amiloride	0.0
D006973	Hypertension	68529-45-3	amiloride, hydrochlorothiazide drug combination	0.0
D006973	Hypertension	125-84-8	Aminoglutethimide	0.0
D006973	Hypertension	645-88-5	Aminooxyacetic Acid	0.0
D006973	Hypertension	50-48-6	Amitriptyline	0.0
D006973	Hypertension	61-82-5	Amitrole	0.0
D006973	Hypertension	88150-42-9	Amlodipine	0.0
D006973	Hypertension	60719-84-8	Amrinone	0.0
D006973	Hypertension	56832-47-4	angiotensin II, Sar(1)-Thr(8)-	0.0
D006973	Hypertension	58-00-4	Apomorphine	0.0
D006973	Hypertension	67339-62-2	AR-C239	0.0
D006973	Hypertension	86780-90-7	aranidipine	0.0
D006973	Hypertension	50-81-7	Ascorbic Acid	0.0
D006973	Hypertension	50-78-2	Aspirin	0.0
D006973	Hypertension	29122-68-7	Atenolol	0.0
D006973	Hypertension	51-55-8	Atropine	0.0
D006973	Hypertension	86541-75-5	benazepril	0.0
D006973	Hypertension	89747-91-1	benazeprilat	0.0
D006973	Hypertension	73-48-3	Bendroflumethiazide	0.0
D006973	Hypertension	105979-17-7	benidipine	0.0
D006973	Hypertension	2211-57-6	benzylguanidine	0.0
D006973	Hypertension	64706-54-3	Bepridil	0.0
D006973	Hypertension	2086-83-1	Berberine	0.0
D006973	Hypertension	63659-18-7	Betaxolol	0.0
D006973	Hypertension	55-73-2	Bethanidine	0.0
D006973	Hypertension	59170-23-9	bevantolol	0.0
D006973	Hypertension	66722-44-9	Bisoprolol	0.0
D006973	Hypertension	80-05-7	bisphenol A	0.0
D006973	Hypertension	69010-88-4	bopindolol	0.0
D006973	Hypertension	147536-97-8	Bosentan	0.0
D006973	Hypertension	39715-02-1	BQ 22-708	0.0
